x;y;layer1;layer2;voltage1;voltage2;current
1909.32;3058.42;L4;P3V3;0.000134245;0.000134245;-4.89304e-16
1909.32;3058.42;P3V3;BOT;0.000134245;0.000134245;-5.04255e-16
1917.02;2332.84;TOP;GP1_GND_;9.45695e-05;9.40909e-05;0.00127194
1917.02;2332.84;GP1_GND_;L3;9.40909e-05;9.42396e-05;-0.00013428
1917.02;2332.84;L3;L4;9.42396e-05;9.42902e-05;-0.00013428
1917.02;2332.84;L4;P3V3;9.42902e-05;9.44389e-05;-0.00013428
1917.02;2332.84;P3V3;BOT;9.44389e-05;9.44895e-05;-0.00013428
1917.02;2365.98;TOP;GP1_GND_;9.49503e-05;9.505e-05;-0.000264855
1917.02;2365.98;GP1_GND_;L3;9.505e-05;9.48617e-05;0.000169947
1917.02;2365.98;L3;L4;9.48617e-05;9.47978e-05;0.000169947
1917.02;2365.98;L4;P3V3;9.47978e-05;9.46095e-05;0.000169947
1917.02;2365.98;P3V3;BOT;9.46095e-05;9.45455e-05;0.000169947
1919.59;2575.96;TOP;GP1_GND_;5.49318;5.4932;-0.0380283
1919.59;2575.96;GP1_GND_;L3;5.4932;5.49324;-0.0380283
1919.59;2575.96;L3;L4;5.49324;5.49325;-0.0380283
1919.59;2575.96;L4;P3V3;5.49325;5.49325;6.41341e-12
1919.59;2575.96;P3V3;BOT;5.49325;5.49325;4.72098e-12
1929.74;2211.54;TOP;GP1_GND_;5.00019;5.00019;0.00188355
1929.74;2211.54;GP1_GND_;L3;5.00019;5.00019;0.00188355
1929.74;2211.54;L3;L4;5.00019;5.00019;0.00188355
1929.74;2211.54;L4;P3V3;5.00019;5.00018;0.00188355
1929.74;2211.54;P3V3;BOT;5.00018;5.00018;0.00188355
1936.32;2552.33;TOP;GP1_GND_;5.49318;5.4932;-0.0384747
1936.32;2552.33;GP1_GND_;L3;5.4932;5.49324;-0.0384747
1936.32;2552.33;L3;L4;5.49324;5.49325;-0.0384747
1936.32;2552.33;L4;P3V3;5.49325;5.49325;-1.92402e-11
1936.32;2552.33;P3V3;BOT;5.49325;5.49325;-2.12444e-11
1952.65;2575.96;TOP;GP1_GND_;5.49318;5.4932;-0.041597
1952.65;2575.96;GP1_GND_;L3;5.4932;5.49324;-0.041597
1952.65;2575.96;L3;L4;5.49324;5.49326;-0.041597
1952.65;2575.96;L4;P3V3;5.49326;5.49326;-1.92402e-11
1952.65;2575.96;P3V3;BOT;5.49326;5.49326;-2.12444e-11
1958.75;2211.54;TOP;GP1_GND_;5.00019;5.00019;0.000818433
1958.75;2211.54;GP1_GND_;L3;5.00019;5.00018;0.000818433
1958.75;2211.54;L3;L4;5.00018;5.00018;0.000818433
1958.75;2211.54;L4;P3V3;5.00018;5.00018;0.000818433
1958.75;2211.54;P3V3;BOT;5.00018;5.00018;0.000818433
1970.89;2616.94;TOP;GP1_GND_;0.00010593;0.00010593;-0
1970.89;2616.94;GP1_GND_;L3;0.00010593;0.00010593;-3.66978e-16
1970.89;2616.94;L3;L4;0.00010593;0.00010593;-3.96201e-16
1970.89;2616.94;L4;P3V3;0.00010593;0.00010593;-3.79211e-16
1970.89;2616.94;P3V3;BOT;0.00010593;0.00010593;-3.96201e-16
1979.59;3277.41;TOP;GP1_GND_;0.00014913;0.00014913;5.04255e-16
1979.59;3277.41;GP1_GND_;L3;0.00014913;0.000160043;-0.00985021
1979.59;3277.41;L3;L4;0.000160043;0.000163749;-0.00985021
1979.59;3277.41;L4;P3V3;0.000163749;0.000174662;-0.00985021
1979.59;3277.41;P3V3;BOT;0.000174662;0.000178369;-0.00985021
1987.76;2211.54;TOP;GP1_GND_;5.00018;5.00018;-0.000332733
1987.76;2211.54;GP1_GND_;L3;5.00018;5.00018;-0.000332733
1987.76;2211.54;L3;L4;5.00018;5.00018;-0.000332733
1987.76;2211.54;L4;P3V3;5.00018;5.00018;-0.000332733
1987.76;2211.54;P3V3;BOT;5.00018;5.00018;-0.000332733
1987.96;3567.57;TOP;GP1_GND_;3.29984;3.29984;-0.00599991
1987.96;3567.57;GP1_GND_;L3;3.29984;3.29985;-0.00599991
1987.96;3567.57;L3;L4;3.29985;3.29985;-0.00599991
1987.96;3567.57;L4;P3V3;3.29985;3.29985;-1.04218e-11
1987.96;3567.57;P3V3;BOT;3.29985;3.29985;-1.06222e-11
1987.96;3601.23;TOP;GP1_GND_;3.29984;3.29984;-0.00599992
1987.96;3601.23;GP1_GND_;L3;3.29984;3.29985;-0.00599992
1987.96;3601.23;L3;L4;3.29985;3.29985;-0.00599992
1987.96;3601.23;L4;P3V3;3.29985;3.29985;-0
1987.96;3601.23;P3V3;BOT;3.29985;3.29985;-0
2019.54;2957.84;TOP;GP1_GND_;0.000131009;0.000131009;-6.48328e-16
2019.54;2957.84;GP1_GND_;L3;0.000131009;0.000131009;3.42513e-16
2019.54;2957.84;L3;L4;0.000131009;0.000131009;2.88146e-16
2019.54;2957.84;L4;P3V3;0.000131009;0.000131009;2.93583e-16
2019.54;2957.84;P3V3;BOT;0.000131009;0.000131009;2.88146e-16
2023.33;2999.07;TOP;GP1_GND_;1.79901;1.79899;0.032635
2023.33;2999.07;GP1_GND_;L3;1.79899;1.79896;0.032635
2023.33;2999.07;L3;L4;1.79896;1.79895;0.032635
2023.33;2999.07;L4;P3V3;1.79895;1.79891;0.032635
2023.33;2999.07;P3V3;BOT;1.79891;1.7989;0.032635
2026.41;3076.09;TOP;GP1_GND_;0.000145794;0.000145794;5.04255e-16
2026.41;3076.09;GP1_GND_;L3;0.000145794;0.000145794;2.69117e-16
2026.41;3076.09;L3;L4;0.000145794;0.000145794;2.88146e-16
2026.41;3076.09;L4;P3V3;0.000145794;0.000145794;2.69117e-16
2026.41;3076.09;P3V3;BOT;0.000145794;0.000145794;2.16109e-16
2026.41;3666.76;TOP;GP1_GND_;0.000136776;0.000136776;-2.16109e-16
2026.41;3666.76;GP1_GND_;L3;0.000136776;0.000136776;-4.64839e-16
2026.41;3666.76;L3;L4;0.000136776;0.000136776;-5.04255e-16
2026.41;3666.76;L4;P3V3;0.000136776;0.000136776;-4.89304e-16
2026.41;3666.76;P3V3;BOT;0.000136776;0.000136776;-5.76292e-16
2030.05;3439.72;TOP;GP1_GND_;0.000144469;0.000144469;2.88146e-16
2030.05;3439.72;GP1_GND_;L3;0.000144469;0.000144469;-5.13769e-16
2030.05;3439.72;L3;L4;0.000144469;0.000144469;-5.04255e-16
2030.05;3439.72;L4;P3V3;0.000144469;0.000144469;-5.38235e-16
2030.05;3439.72;P3V3;BOT;0.000144469;0.000144469;-5.76292e-16
2033.89;3340.11;TOP;GP1_GND_;0.000148632;0.000148632;-2.88146e-16
2033.89;3340.11;GP1_GND_;L3;0.000148632;0.000148632;-5.13769e-16
2033.89;3340.11;L3;L4;0.000148632;0.000148632;-5.04255e-16
2033.89;3340.11;L4;P3V3;0.000148632;0.000148632;-5.38235e-16
2033.89;3340.11;P3V3;BOT;0.000148632;0.000148632;-5.76292e-16
2039.73;2240.82;TOP;GP1_GND_;5.49286;5.49286;-0.0149829
2039.73;2240.82;GP1_GND_;L3;5.49286;5.49288;-0.0149829
2039.73;2240.82;L3;L4;5.49288;5.49288;-1.18024e-11
2039.73;2240.82;L4;P3V3;5.49288;5.49288;-1.52319e-11
2039.73;2240.82;P3V3;BOT;5.49288;5.49288;-1.88839e-11
2053.5;3525.76;TOP;GP1_GND_;0.000141908;0.000141908;7.20365e-17
2053.5;3525.76;GP1_GND_;L3;0.000141908;0.000141908;-4.89304e-16
2053.5;3525.76;L3;L4;0.000141908;0.000141908;-5.76292e-16
2053.5;3525.76;L4;P3V3;0.000141908;0.000141908;-4.89304e-16
2053.5;3525.76;P3V3;BOT;0.000141908;0.000141908;-5.76292e-16
2058.75;2999.07;TOP;GP1_GND_;1.79901;1.79899;0.0354525
2058.75;2999.07;GP1_GND_;L3;1.79899;1.79896;0.0354525
2058.75;2999.07;L3;L4;1.79896;1.79894;0.0354525
2058.75;2999.07;L4;P3V3;1.79894;1.7989;0.0354525
2058.75;2999.07;P3V3;BOT;1.7989;1.79889;0.0354525
2058.84;3097.7;TOP;GP1_GND_;0.000153132;0.000153132;-1.44073e-16
2058.84;3097.7;GP1_GND_;L3;0.000153132;0.000177674;-0.0221515
2058.84;3097.7;L3;L4;0.000177674;0.000186009;-0.0221515
2058.84;3097.7;L4;P3V3;0.000186009;0.00021055;-0.0221515
2058.84;3097.7;P3V3;BOT;0.00021055;0.000218885;-0.0221515
2061.96;1170.64;TOP;GP1_GND_;3.29974;3.29976;-0.0349926
2061.96;1170.64;GP1_GND_;L3;3.29976;3.2998;-0.0349926
2061.96;1170.64;L3;L4;3.2998;3.29981;-0.0349926
2061.96;1170.64;L4;P3V3;3.29981;3.29981;6.01257e-12
2061.96;1170.64;P3V3;BOT;3.29981;3.29981;5.90123e-12
2064.92;2575.96;TOP;GP1_GND_;0.00010205;0.000102603;-0.00147056
2064.92;2575.96;GP1_GND_;L3;0.000102603;0.000102603;-3.54746e-16
2064.92;2575.96;L3;L4;0.000102603;0.000102603;-3.96201e-16
2064.92;2575.96;L4;P3V3;0.000102603;0.000102603;-3.66978e-16
2064.92;2575.96;P3V3;BOT;0.000102603;0.000102603;-3.96201e-16
2081.62;1861.22;TOP;GP1_GND_;3.29991;3.2999;0.0167739
2081.62;1861.22;GP1_GND_;L3;3.2999;3.29988;0.0167739
2081.62;1861.22;L3;L4;3.29988;3.29988;0.0167739
2081.62;1861.22;L4;P3V3;3.29988;3.29974;0.12
2081.62;1861.22;P3V3;BOT;3.29974;3.2997;0.12
2081.65;2552.33;TOP;GP1_GND_;0.000101125;0.000100905;0.000583609
2081.65;2552.33;GP1_GND_;L3;0.000100905;0.000100905;-3.54746e-16
2081.65;2552.33;L3;L4;0.000100905;0.000100905;-3.60182e-16
2081.65;2552.33;L4;P3V3;0.000100905;0.000100905;-3.54746e-16
2081.65;2552.33;P3V3;BOT;0.000100905;0.000100905;-3.96201e-16
2088.42;2927.5;TOP;GP1_GND_;4.99996;4.99996;2.12444e-11
2088.42;2927.5;GP1_GND_;L3;4.99996;4.99996;1.92402e-11
2088.42;2927.5;L3;L4;4.99996;4.99996;1.65234e-11
2088.42;2927.5;L4;P3V3;4.99996;4.99996;1.84385e-11
2088.42;2927.5;P3V3;BOT;4.99996;4.99996;1.88839e-11
2091.37;2957.84;TOP;GP1_GND_;0.000133833;0.000133833;5.04255e-16
2091.37;2957.84;GP1_GND_;L3;0.000133833;0.000133833;-7.33956e-17
2091.37;2957.84;L3;L4;0.000133833;0.000133833;-1.44073e-16
2091.37;2957.84;L4;P3V3;0.000133833;0.000133833;-1.22326e-16
2091.37;2957.84;P3V3;BOT;0.000133833;0.000133833;-1.44073e-16
2098.74;2575.96;TOP;GP1_GND_;0.000101805;0.000102391;-0.00155708
2098.74;2575.96;GP1_GND_;L3;0.000102391;0.000102391;-3.66978e-16
2098.74;2575.96;L3;L4;0.000102391;0.000102391;-3.60182e-16
2098.74;2575.96;L4;P3V3;0.000102391;0.000102391;-3.66978e-16
2098.74;2575.96;P3V3;BOT;0.000102391;0.000102391;-3.96201e-16
2102.13;2302.92;TOP;GP1_GND_;9.24737e-05;9.22648e-05;0.000555107
2102.13;2302.92;GP1_GND_;L3;9.22648e-05;9.23541e-05;-8.05617e-05
2102.13;2302.92;L3;L4;9.23541e-05;9.23844e-05;-8.05617e-05
2102.13;2302.92;L4;P3V3;9.23844e-05;9.24736e-05;-8.05617e-05
2102.13;2302.92;P3V3;BOT;9.24736e-05;9.2504e-05;-8.05617e-05
2102.13;2327.34;TOP;GP1_GND_;9.33318e-05;9.31583e-05;0.000461183
2102.13;2327.34;GP1_GND_;L3;9.31583e-05;9.29244e-05;0.000211174
2102.13;2327.34;L3;L4;9.29244e-05;9.28449e-05;0.000211174
2102.13;2327.34;L4;P3V3;9.28449e-05;9.26109e-05;0.000211174
2102.13;2327.34;P3V3;BOT;9.26109e-05;9.25315e-05;0.000211174
2103.73;2984.74;TOP;GP1_GND_;1.79903;1.79902;0.0469454
2103.73;2984.74;GP1_GND_;L3;1.79902;1.79896;0.0469454
2103.73;2984.74;L3;L4;1.79896;1.79895;0.0469454
2103.73;2984.74;L4;P3V3;1.79895;1.79889;0.0469454
2103.73;2984.74;P3V3;BOT;1.79889;1.79888;0.0469454
2114.08;1934.22;TOP;GP1_GND_;9.11515e-05;9.11515e-05;2.16109e-16
2114.08;1934.22;GP1_GND_;L3;9.11515e-05;9.11515e-05;-3.18048e-16
2114.08;1934.22;L3;L4;9.11515e-05;9.11515e-05;-3.60182e-16
2114.08;1934.22;L4;P3V3;9.11515e-05;9.11515e-05;-3.18048e-16
2114.08;1934.22;P3V3;BOT;9.11515e-05;9.11515e-05;-3.60182e-16
2127.81;3433.28;TOP;GP1_GND_;1.7989;1.79888;0.0484536
2127.81;3433.28;GP1_GND_;L3;1.79888;1.79883;0.0484536
2127.81;3433.28;L3;L4;1.79883;1.79881;0.0484536
2127.81;3433.28;L4;P3V3;1.79881;1.79876;0.0484536
2127.81;3433.28;P3V3;BOT;1.79876;1.79874;0.0484536
2137.9;2016.59;TOP;GP1_GND_;8.89126e-05;8.89126e-05;1.80091e-16
2137.9;2016.59;GP1_GND_;L3;8.89126e-05;8.73411e-05;0.00141837
2137.9;2016.59;L3;L4;8.73411e-05;8.68075e-05;0.00141837
2137.9;2016.59;L4;P3V3;8.68075e-05;8.5236e-05;0.00141837
2137.9;2016.59;P3V3;BOT;8.5236e-05;8.47024e-05;0.00141837
2137.9;2169.79;TOP;GP1_GND_;3.3001;3.30008;0.0450305
2137.9;2169.79;GP1_GND_;L3;3.30008;3.30003;0.0450305
2137.9;2169.79;L3;L4;3.30003;3.30002;0.0450305
2137.9;2169.79;L4;P3V3;3.30002;3.30002;-0.00618571
2137.9;2169.79;P3V3;BOT;3.30002;3.30002;-0.00618571
2138.67;1365.33;TOP;GP1_GND_;3.99394e-05;3.99394e-05;1.44073e-16
2138.67;1365.33;GP1_GND_;L3;3.99394e-05;3.99394e-05;-1.40675e-16
2138.67;1365.33;L3;L4;3.99394e-05;3.99394e-05;-1.44073e-16
2138.67;1365.33;L4;P3V3;3.99394e-05;3.99394e-05;-1.40675e-16
2138.67;1365.33;P3V3;BOT;3.99394e-05;3.99394e-05;-1.62082e-16
2144.52;3409.62;TOP;GP1_GND_;1.79894;1.79891;0.0665136
2144.52;3409.62;GP1_GND_;L3;1.79891;1.79884;0.0665136
2144.52;3409.62;L3;L4;1.79884;1.79881;0.0665136
2144.52;3409.62;L4;P3V3;1.79881;1.79874;0.0665136
2144.52;3409.62;P3V3;BOT;1.79874;1.79871;0.0665136
2148.94;2575.96;TOP;GP1_GND_;5.49318;5.49321;-0.06668
2148.94;2575.96;GP1_GND_;L3;5.49321;5.49328;-0.06668
2148.94;2575.96;L3;L4;5.49328;5.49331;-0.06668
2148.94;2575.96;L4;P3V3;5.49331;5.49331;5.61173e-12
2148.94;2575.96;P3V3;BOT;5.49331;5.49331;4.72098e-12
2151.76;1940.92;TOP;GP1_GND_;1.7997;1.7997;-5.3111e-12
2151.76;1940.92;GP1_GND_;L3;1.7997;1.7997;-6.41341e-12
2151.76;1940.92;L3;L4;1.7997;1.7997;-6.49135e-12
2151.76;1940.92;L4;P3V3;1.7997;1.7997;-6.21299e-12
2151.76;1940.92;P3V3;BOT;1.7997;1.7997;-6.49135e-12
2153.94;2302.92;TOP;GP1_GND_;9.25363e-05;9.192e-05;0.00163801
2153.94;2302.92;GP1_GND_;L3;9.192e-05;9.21001e-05;-0.000162589
2153.94;2302.92;L3;L4;9.21001e-05;9.21613e-05;-0.000162589
2153.94;2302.92;L4;P3V3;9.21613e-05;9.23414e-05;-0.000162589
2153.94;2302.92;P3V3;BOT;9.23414e-05;9.24026e-05;-0.000162589
2153.94;2327.34;TOP;GP1_GND_;9.25363e-05;9.25778e-05;-0.000110265
2153.94;2327.34;GP1_GND_;L3;9.25778e-05;9.25424e-05;3.19774e-05
2153.94;2327.34;L3;L4;9.25424e-05;9.25304e-05;3.19774e-05
2153.94;2327.34;L4;P3V3;9.25304e-05;9.24949e-05;3.19774e-05
2153.94;2327.34;P3V3;BOT;9.24949e-05;9.24829e-05;3.19774e-05
2154.36;2647.81;TOP;GP1_GND_;0.000106902;0.000106902;1.44073e-16
2154.36;2647.81;GP1_GND_;L3;0.000106902;0.000106902;-3.79211e-16
2154.36;2647.81;L3;L4;0.000106902;0.000106902;-3.96201e-16
2154.36;2647.81;L4;P3V3;0.000106902;0.000106902;-3.66978e-16
2154.36;2647.81;P3V3;BOT;0.000106902;0.000106902;-4.32219e-16
2159.09;2211.54;TOP;GP1_GND_;3.30015;3.30013;0.0654517
2159.09;2211.54;GP1_GND_;L3;3.30013;3.30006;0.0654517
2159.09;2211.54;L3;L4;3.30006;3.30003;0.0654517
2159.09;2211.54;L4;P3V3;3.30003;3.30003;0.00103502
2159.09;2211.54;P3V3;BOT;3.30003;3.30003;0.00103502
2165.67;2552.33;TOP;GP1_GND_;5.49315;5.49318;-0.0877874
2165.67;2552.33;GP1_GND_;L3;5.49318;5.49328;-0.0877874
2165.67;2552.33;L3;L4;5.49328;5.49331;-0.0877874
2165.67;2552.33;L4;P3V3;5.49331;5.49331;-1.92402e-11
2165.67;2552.33;P3V3;BOT;5.49331;5.49331;-2.12444e-11
2169.5;3133.89;TOP;GP1_GND_;0.0001624;0.0001624;5.76292e-16
2169.5;3133.89;GP1_GND_;L3;0.0001624;0.000195947;-0.0302799
2169.5;3133.89;L3;L4;0.000195947;0.00020734;-0.0302799
2169.5;3133.89;L4;P3V3;0.00020734;0.000240887;-0.0302799
2169.5;3133.89;P3V3;BOT;0.000240887;0.000252281;-0.0302799
2169.5;3221.13;TOP;GP1_GND_;0.000168075;0.000168075;5.76292e-16
2169.5;3221.13;GP1_GND_;L3;0.000168075;0.000196659;-0.0258008
2169.5;3221.13;L3;L4;0.000196659;0.000206367;-0.0258008
2169.5;3221.13;L4;P3V3;0.000206367;0.000234952;-0.0258008
2169.5;3221.13;P3V3;BOT;0.000234952;0.00024466;-0.0258008
2169.5;3308.37;TOP;GP1_GND_;0.000164544;0.000164544;5.76292e-16
2169.5;3308.37;GP1_GND_;L3;0.000164544;0.000193466;-0.0261056
2169.5;3308.37;L3;L4;0.000193466;0.000203289;-0.0261056
2169.5;3308.37;L4;P3V3;0.000203289;0.000232211;-0.0261056
2169.5;3308.37;P3V3;BOT;0.000232211;0.000242034;-0.0261056
2179.95;1830.88;TOP;GP1_GND_;0.00010706;0.00010706;3.96201e-16
2179.95;1830.88;GP1_GND_;L3;0.00010706;0.000135183;-0.0253842
2179.95;1830.88;L3;L4;0.000135183;0.000144734;-0.0253842
2179.95;1830.88;L4;P3V3;0.000144734;0.000172857;-0.0253842
2179.95;1830.88;P3V3;BOT;0.000172857;0.000182408;-0.0253842
2180.93;1717.69;TOP;GP1_GND_;0.000101961;0.000101961;3.60182e-16
2180.93;1717.69;GP1_GND_;L3;0.000101961;0.000133074;-0.0280829
2180.93;1717.69;L3;L4;0.000133074;0.00014364;-0.0280829
2180.93;1717.69;L4;P3V3;0.00014364;0.000174753;-0.0280829
2180.93;1717.69;P3V3;BOT;0.000174753;0.00018532;-0.0280829
2182;2575.96;TOP;GP1_GND_;5.49318;5.49321;-0.0636498
2182;2575.96;GP1_GND_;L3;5.49321;5.49328;-0.0636498
2182;2575.96;L3;L4;5.49328;5.49331;-0.0786326
2182;2575.96;L4;P3V3;5.49331;5.49331;-1.92402e-11
2182;2575.96;P3V3;BOT;5.49331;5.49331;-2.12444e-11
2188.1;2211.54;TOP;GP1_GND_;3.30014;3.30012;0.0565923
2188.1;2211.54;GP1_GND_;L3;3.30012;3.30006;0.0565923
2188.1;2211.54;L3;L4;3.30006;3.30003;0.0565923
2188.1;2211.54;L4;P3V3;3.30003;3.30003;0.00269362
2188.1;2211.54;P3V3;BOT;3.30003;3.30003;0.00269362
2191.82;1327.37;TOP;GP1_GND_;3.29977;3.29978;-0.0350074
2191.82;1327.37;GP1_GND_;L3;3.29978;3.29982;-0.0350074
2191.82;1327.37;L3;L4;3.29982;3.29983;-0.0350074
2191.82;1327.37;L4;P3V3;3.29983;3.29983;4.00838e-12
2191.82;1327.37;P3V3;BOT;3.29983;3.29983;3.54074e-12
2198.65;1751.57;TOP;GP1_GND_;0.000107229;0.000107229;3.96201e-16
2198.65;1751.57;GP1_GND_;L3;0.000107229;0.000137029;-0.0268973
2198.65;1751.57;L3;L4;0.000137029;0.00014715;-0.0268973
2198.65;1751.57;L4;P3V3;0.00014715;0.000176949;-0.0268973
2198.65;1751.57;P3V3;BOT;0.000176949;0.00018707;-0.0268973
2215.65;2616.85;TOP;GP1_GND_;3.30016;3.30016;-2.36049e-12
2215.65;2616.85;GP1_GND_;L3;3.30016;3.30016;-4.81006e-12
2215.65;2616.85;L3;L4;3.30016;3.30016;-4.72098e-12
2215.65;2616.85;L4;P3V3;3.30016;3.30016;-4.00838e-12
2215.65;2616.85;P3V3;BOT;3.30016;3.30016;-5.90123e-12
2217.11;2211.54;TOP;GP1_GND_;3.30013;3.30011;0.0491516
2217.11;2211.54;GP1_GND_;L3;3.30011;3.30005;0.0491516
2217.11;2211.54;L3;L4;3.30005;3.30003;0.0491516
2217.11;2211.54;L4;P3V3;3.30003;3.30003;0.00245706
2217.11;2211.54;P3V3;BOT;3.30003;3.30003;0.00245706
2236.05;1860.41;TOP;GP1_GND_;0.000104172;0.000104172;3.60182e-16
2236.05;1860.41;GP1_GND_;L3;0.000104172;0.000132763;-0.0258058
2236.05;1860.41;L3;L4;0.000132763;0.000142473;-0.0258058
2236.05;1860.41;L4;P3V3;0.000142473;0.000171063;-0.0258058
2236.05;1860.41;P3V3;BOT;0.000171063;0.000180773;-0.0258058
2236.4;3218.51;TOP;GP1_GND_;0.000168684;0.000168684;5.76292e-16
2236.4;3218.51;GP1_GND_;L3;0.000168684;0.000198038;-0.0264951
2236.4;3218.51;L3;L4;0.000198038;0.000208007;-0.0264951
2236.4;3218.51;L4;P3V3;0.000208007;0.000237361;-0.0264951
2236.4;3218.51;P3V3;BOT;0.000237361;0.00024733;-0.0264951
2242.94;860.234;TOP;GP1_GND_;-2.49144e-05;-2.49144e-05;-4.50228e-17
2242.94;860.234;GP1_GND_;L3;-2.49144e-05;-2.49144e-05;8.56282e-17
2242.94;860.234;L3;L4;-2.49144e-05;-2.49144e-05;9.00456e-17
2242.94;860.234;L4;P3V3;-2.49144e-05;-2.49144e-05;9.17445e-17
2242.94;860.234;P3V3;BOT;-2.49144e-05;-2.49144e-05;9.00456e-17
2256.32;2240.06;TOP;GP1_GND_;3.29642;3.29642;1.53432e-11
2256.32;2240.06;GP1_GND_;L3;3.29642;3.29642;1.56327e-11
2256.32;2240.06;L3;L4;3.29642;3.29642;0.000181205
2256.32;2240.06;L4;P3V3;3.29642;3.29642;0.000181205
2256.32;2240.06;P3V3;BOT;3.29642;3.29642;-1.18024e-11
2257.71;1699.97;TOP;GP1_GND_;0.000103273;0.000103273;3.60182e-16
2257.71;1699.97;GP1_GND_;L3;0.000103273;0.000136867;-0.0303214
2257.71;1699.97;L3;L4;0.000136867;0.000148276;-0.0303214
2257.71;1699.97;L4;P3V3;0.000148276;0.000181869;-0.0303214
2257.71;1699.97;P3V3;BOT;0.000181869;0.000193278;-0.0303214
2257.71;1751.57;TOP;GP1_GND_;0.000109073;0.000109073;3.96201e-16
2257.71;1751.57;GP1_GND_;L3;0.000109073;0.000148204;-0.0353195
2257.71;1751.57;L3;L4;0.000148204;0.000161493;-0.0353195
2257.71;1751.57;L4;P3V3;0.000161493;0.000200624;-0.0353195
2257.71;1751.57;P3V3;BOT;0.000200624;0.000213913;-0.0353195
2266.52;3414.74;TOP;GP1_GND_;0.000159547;0.000159547;5.76292e-16
2266.52;3414.74;GP1_GND_;L3;0.000159547;0.000187865;-0.0255601
2266.52;3414.74;L3;L4;0.000187865;0.000197482;-0.0255601
2266.52;3414.74;L4;P3V3;0.000197482;0.0002258;-0.0255601
2266.52;3414.74;P3V3;BOT;0.0002258;0.000235418;-0.0255601
2270.61;1969.75;TOP;GP1_GND_;1.79971;1.7997;0.0144009
2270.61;1969.75;GP1_GND_;L3;1.7997;1.79969;0.0144009
2270.61;1969.75;L3;L4;1.79969;1.79968;0.0144009
2270.61;1969.75;L4;P3V3;1.79968;1.79966;0.0144009
2270.61;1969.75;P3V3;BOT;1.79966;1.79966;0.0144009
2271.84;2667.07;TOP;GP1_GND_;0.000104181;0.000104181;3.60182e-16
2271.84;2667.07;GP1_GND_;L3;0.000104181;0.000104181;-3.79211e-16
2271.84;2667.07;L3;L4;0.000104181;0.000104181;-3.60182e-16
2271.84;2667.07;L4;P3V3;0.000104181;0.000104181;-3.66978e-16
2271.84;2667.07;P3V3;BOT;0.000104181;0.000104181;-3.96201e-16
2274.15;2310.09;TOP;GP1_GND_;8.86007e-05;8.85799e-05;5.52375e-05
2274.15;2310.09;GP1_GND_;L3;8.85799e-05;8.82896e-05;0.000262051
2274.15;2310.09;L3;L4;8.82896e-05;8.8191e-05;0.000262051
2274.15;2310.09;L4;P3V3;8.8191e-05;8.79007e-05;0.000262051
2274.15;2310.09;P3V3;BOT;8.79007e-05;8.78021e-05;0.000262051
2274.15;2343.49;TOP;GP1_GND_;8.97441e-05;8.96176e-05;0.000336132
2274.15;2343.49;GP1_GND_;L3;8.96176e-05;8.89709e-05;0.000583753
2274.15;2343.49;L3;L4;8.89709e-05;8.87512e-05;0.000583753
2274.15;2343.49;L4;P3V3;8.87512e-05;8.81045e-05;0.000583753
2274.15;2343.49;P3V3;BOT;8.81045e-05;8.78848e-05;0.000583753
2282.31;2575.96;TOP;GP1_GND_;9.75148e-05;9.85418e-05;-0.00272945
2282.31;2575.96;GP1_GND_;L3;9.85418e-05;9.85418e-05;-3.42513e-16
2282.31;2575.96;L3;L4;9.85418e-05;9.85418e-05;-3.60182e-16
2282.31;2575.96;L4;P3V3;9.85418e-05;9.85418e-05;-3.54746e-16
2282.31;2575.96;P3V3;BOT;9.85418e-05;9.85418e-05;-3.60182e-16
2299.04;2552.33;TOP;GP1_GND_;9.60903e-05;9.59908e-05;0.000264227
2299.04;2552.33;GP1_GND_;L3;9.59908e-05;9.59908e-05;-3.3028e-16
2299.04;2552.33;L3;L4;9.59908e-05;9.59908e-05;-3.60182e-16
2299.04;2552.33;L4;P3V3;9.59908e-05;9.59908e-05;-3.42513e-16
2299.04;2552.33;P3V3;BOT;9.59908e-05;9.59908e-05;-3.60182e-16
2300.03;1556.27;TOP;GP1_GND_;6.00392e-05;6.00392e-05;2.16109e-16
2300.03;1556.27;GP1_GND_;L3;6.00392e-05;6.00392e-05;2.26303e-16
2300.03;1556.27;L3;L4;6.00392e-05;6.00392e-05;1.981e-16
2300.03;1556.27;L4;P3V3;6.00392e-05;6.00392e-05;2.26303e-16
2300.03;1556.27;P3V3;BOT;6.00392e-05;6.00392e-05;1.981e-16
2300.03;1591.7;TOP;GP1_GND_;1.79966;1.79964;0.0286492
2300.03;1591.7;GP1_GND_;L3;1.79964;1.79961;0.0286492
2300.03;1591.7;L3;L4;1.79961;1.7996;0.0286492
2300.03;1591.7;L4;P3V3;1.7996;1.79957;0.0286492
2300.03;1591.7;P3V3;BOT;1.79957;1.79956;0.0286492
2300.5;3133.89;TOP;GP1_GND_;0.000157858;0.000157858;5.76292e-16
2300.5;3133.89;GP1_GND_;L3;0.000157858;0.000191986;-0.0308043
2300.5;3133.89;L3;L4;0.000191986;0.000203577;-0.0308043
2300.5;3133.89;L4;P3V3;0.000203577;0.000237705;-0.0308043
2300.5;3133.89;P3V3;BOT;0.000237705;0.000249295;-0.0308043
