refdes,pin,voltage,current,rpin
VCOMP47,VCOMP47-2,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-3,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-4,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-5,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-6,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-7,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-8,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-9,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-10,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-11,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-12,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-13,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-14,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-15,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-16,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-17,-5.50022,-0.0137889,0
VCOMP47,VCOMP47-18,-0.000465552,0.0275778,0
VCOMP47,VCOMP47-19,-0.000465552,0.0275778,0
VCOMP47,VCOMP47-20,-0.000465552,0.0275778,0
VCOMP47,VCOMP47-21,-0.000465552,0.0275778,0
VCOMP47,VCOMP47-22,-0.000465552,0.0275778,0
VCOMP47,VCOMP47-23,-0.000465552,0.0275778,0
VCOMP47,VCOMP47-24,-0.000465552,0.0275778,0
VCOMP47,VCOMP47-25,-0.000465552,0.0275778,0
VCOMP47,VCOMP47-26,-0.000465552,0.0275778,0
VCOMP49,VCOMP49-0,12.9998,0.2001,0
VCOMP49,VCOMP49-1,0,-0.2001,0
VCOMP51,VCOMP51-0,-12.9998,-0.2001,0
VCOMP51,VCOMP51-1,0,0.2001,0
VCOMP0,VCOMP0-0,2.49906,-0.0324491,1.23077
VCOMP0,VCOMP0-1,2.49909,-0.0324747,1.23077
VCOMP0,VCOMP0-2,2.49916,-0.03253,1.23077
VCOMP0,VCOMP0-3,2.49918,-0.032546,1.23077
VCOMP0,VCOMP0-4,5.7336e-05,0.13,1.23077
VCOMP1,VCOMP1-0,2.49981,-0.01,10
VCOMP1,VCOMP1-1,0.000130193,0.01,10
VCOMP2,VCOMP2-0,1.79978,-0.014401,1.54589
VCOMP2,VCOMP2-1,1.79979,-0.0144092,1.54589
VCOMP2,VCOMP2-2,1.79977,-0.0143985,1.54589
VCOMP2,VCOMP2-3,1.79976,-0.0143881,1.54589
VCOMP2,VCOMP2-4,1.79974,-0.0143791,1.54589
VCOMP2,VCOMP2-5,1.79974,-0.0143751,1.54589
VCOMP2,VCOMP2-6,1.79966,-0.0143277,1.54589
VCOMP2,VCOMP2-7,1.79965,-0.0143216,1.54589
VCOMP2,VCOMP2-8,0.000217213,0.115,1.54589
VCOMP3,VCOMP3-0,1.7988,-0.0574828,2.40803
VCOMP3,VCOMP3-1,1.7988,-0.0574843,2.40803
VCOMP3,VCOMP3-2,1.79881,-0.0574862,2.40803
VCOMP3,VCOMP3-3,1.79895,-0.0575464,2.40803
VCOMP3,VCOMP3-4,0.000249746,0.0255682,2.40803
VCOMP3,VCOMP3-5,0.000267516,0.0255609,2.40803
VCOMP3,VCOMP3-6,0.000266922,0.0255611,2.40803
VCOMP3,VCOMP3-7,0.000280021,0.0255557,2.40803
VCOMP3,VCOMP3-8,0.000269312,0.0255601,2.40803
VCOMP3,VCOMP3-9,0.000337229,0.0255319,2.40803
VCOMP3,VCOMP3-10,0.000283436,0.0255542,2.40803
VCOMP3,VCOMP3-11,0.000285257,0.0255535,2.40803
VCOMP3,VCOMP3-12,0.0002837,0.0255541,2.40803
VCOMP4,VCOMP4-0,3.29611,-0.0714525,2.016
VCOMP4,VCOMP4-1,3.29611,-0.0714498,2.016
VCOMP4,VCOMP4-2,3.2961,-0.0714473,2.016
VCOMP4,VCOMP4-3,3.29609,-0.0714418,2.016
VCOMP4,VCOMP4-4,3.29602,-0.071407,2.016
VCOMP4,VCOMP4-5,3.29601,-0.0714043,2.016
VCOMP4,VCOMP4-6,3.296,-0.0713975,2.016
VCOMP4,VCOMP4-7,-0.000104929,0.0277549,2.016
VCOMP4,VCOMP4-8,-0.000392929,0.0278978,2.016
VCOMP4,VCOMP4-9,-0.000181766,0.027793,2.016
VCOMP4,VCOMP4-10,-0.000125726,0.0277652,2.016
VCOMP4,VCOMP4-11,-8.60054e-05,0.0277455,2.016
VCOMP4,VCOMP4-12,-8.53664e-05,0.0277452,2.016
VCOMP4,VCOMP4-13,-0.00012761,0.0277662,2.016
VCOMP4,VCOMP4-14,-7.20817e-05,0.0277386,2.016
VCOMP4,VCOMP4-15,-4.52973e-05,0.0277253,2.016
VCOMP4,VCOMP4-16,-4.05421e-05,0.027723,2.016
VCOMP4,VCOMP4-17,-3.56806e-05,0.0277206,2.016
VCOMP4,VCOMP4-18,-0.000129169,0.0277669,2.016
VCOMP4,VCOMP4-19,-0.000173043,0.0277887,2.016
VCOMP4,VCOMP4-20,-0.000179697,0.027792,2.016
VCOMP4,VCOMP4-21,-0.000236363,0.0278201,2.016
VCOMP4,VCOMP4-22,-0.000184696,0.0277945,2.016
VCOMP4,VCOMP4-23,-0.000231068,0.0278175,2.016
VCOMP4,VCOMP4-24,-0.000286454,0.027845,2.016
VCOMP5,VCOMP5-0,3.29593,-0.124994,1.26316
VCOMP5,VCOMP5-1,3.29594,-0.124996,1.26316
VCOMP5,VCOMP5-2,3.29594,-0.124996,1.26316
VCOMP5,VCOMP5-3,3.29596,-0.125014,1.26316
VCOMP5,VCOMP5-4,8.60793e-05,0.0334195,1.26316
VCOMP5,VCOMP5-5,-7.19793e-05,0.0335447,1.26316
VCOMP5,VCOMP5-6,0.000236175,0.0333007,1.26316
VCOMP5,VCOMP5-7,0.000245358,0.0332934,1.26316
VCOMP5,VCOMP5-8,0.000234698,0.0333019,1.26316
VCOMP5,VCOMP5-9,0.000259634,0.0332821,1.26316
VCOMP5,VCOMP5-10,0.000231502,0.0333044,1.26316
VCOMP5,VCOMP5-11,0.00023993,0.0332977,1.26316
VCOMP5,VCOMP5-12,0.000245631,0.0332932,1.26316
VCOMP5,VCOMP5-13,0.000244133,0.0332944,1.26316
VCOMP5,VCOMP5-14,0.00022689,0.0333081,1.26316
VCOMP5,VCOMP5-15,0.000193946,0.0333341,1.26316
VCOMP5,VCOMP5-16,0.000210621,0.0333209,1.26316
VCOMP5,VCOMP5-17,0.000195419,0.033333,1.26316
VCOMP5,VCOMP5-18,0.000147585,0.0333708,1.26316
VCOMP6,VCOMP6-0,3.29642,-0.001,100
VCOMP6,VCOMP6-1,8.18851e-05,0.001,100
VCOMP7,VCOMP7-0,3.29642,-0.001,100
VCOMP7,VCOMP7-1,7.08474e-05,0.001,100
VCOMP8,VCOMP8-0,3.29647,-0.016,6.25
VCOMP8,VCOMP8-1,-0.000268689,0.016,6.25
VCOMP9,VCOMP9-0,3.29649,-0.00249967,48
VCOMP9,VCOMP9-1,3.29652,-0.00250033,48
VCOMP9,VCOMP9-2,-0.000288267,0.00166667,48
VCOMP9,VCOMP9-3,-0.000287517,0.00166665,48
VCOMP9,VCOMP9-4,-0.00028916,0.00166668,48
VCOMP10,VCOMP10-0,3.29642,-0.000499999,200
VCOMP10,VCOMP10-1,3.29642,-0.000500001,200
VCOMP10,VCOMP10-2,4.54615e-05,0.000499997,200
VCOMP10,VCOMP10-3,4.43002e-05,0.000500003,200
VCOMP11,VCOMP11-0,3.29632,-0.1,1.81818
VCOMP11,VCOMP11-1,-6.69655e-05,0.0100142,1.81818
VCOMP11,VCOMP11-2,-0.000100858,0.0100329,1.81818
VCOMP11,VCOMP11-3,-0.000103178,0.0100342,1.81818
VCOMP11,VCOMP11-4,-0.000131734,0.0100499,1.81818
VCOMP11,VCOMP11-5,-1.8024e-05,0.00998732,1.81818
VCOMP11,VCOMP11-6,-2.2728e-05,0.00998991,1.81818
VCOMP11,VCOMP11-7,-5.8768e-05,0.0100097,1.81818
VCOMP11,VCOMP11-8,5.68669e-05,0.00994613,1.81818
VCOMP11,VCOMP11-9,1.74844e-05,0.00996779,1.81818
VCOMP11,VCOMP11-10,1.69149e-05,0.0099681,1.81818
VCOMP12,VCOMP12-0,3.29642,-0.00299995,50
VCOMP12,VCOMP12-1,3.29642,-0.00300005,50
VCOMP12,VCOMP12-2,8.81244e-05,0.00100009,50
VCOMP12,VCOMP12-3,9.02592e-05,0.00100005,50
VCOMP12,VCOMP12-4,9.16665e-05,0.00100002,50
VCOMP12,VCOMP12-5,9.66104e-05,0.000999918,50
VCOMP12,VCOMP12-6,9.55768e-05,0.000999939,50
VCOMP12,VCOMP12-7,9.28917e-05,0.000999993,50
VCOMP13,VCOMP13-0,3.29648,-0.005,35
VCOMP13,VCOMP13-1,-6.15751e-05,0.000713866,35
VCOMP13,VCOMP13-2,-6.20577e-05,0.00071388,35
VCOMP13,VCOMP13-3,-9.42952e-05,0.000714801,35
VCOMP13,VCOMP13-4,-9.3128e-05,0.000714768,35
VCOMP13,VCOMP13-5,-9.23234e-05,0.000714745,35
VCOMP13,VCOMP13-6,-9.20403e-05,0.000714737,35
VCOMP13,VCOMP13-7,-3.83479e-05,0.000713203,35
VCOMP14,VCOMP14-0,1.79168,-0.04,2.5
VCOMP14,VCOMP14-1,0.000337229,0.04,2.5
VCOMP15,VCOMP15-0,1.79824,-0.005,30
VCOMP15,VCOMP15-1,-0.000288267,0.00166667,30
VCOMP15,VCOMP15-2,-0.000287517,0.00166664,30
VCOMP15,VCOMP15-3,-0.00028916,0.00166669,30
VCOMP16,VCOMP16-0,1.79165,-0.166688,1
VCOMP16,VCOMP16-1,1.79163,-0.166671,1
VCOMP16,VCOMP16-2,1.7916,-0.166641,1
VCOMP16,VCOMP16-3,8.60793e-05,0.0334423,1
VCOMP16,VCOMP16-4,-7.19793e-05,0.0336004,1
VCOMP16,VCOMP16-5,0.000236175,0.0332922,1
VCOMP16,VCOMP16-6,0.000245358,0.033283,1
VCOMP16,VCOMP16-7,0.000234698,0.0332937,1
VCOMP16,VCOMP16-8,0.000259634,0.0332687,1
VCOMP16,VCOMP16-9,0.000231502,0.0332969,1
VCOMP16,VCOMP16-10,0.00023993,0.0332884,1
VCOMP16,VCOMP16-11,0.000245631,0.0332827,1
VCOMP16,VCOMP16-12,0.000244133,0.0332842,1
VCOMP16,VCOMP16-13,0.00022689,0.0333015,1
VCOMP16,VCOMP16-14,0.000193946,0.0333344,1
VCOMP16,VCOMP16-15,0.000210621,0.0333178,1
VCOMP16,VCOMP16-16,0.000195419,0.033333,1
VCOMP16,VCOMP16-17,0.000147585,0.0333808,1
VCOMP17,VCOMP17-0,1.79837,-0.0999999,1.88889
VCOMP17,VCOMP17-1,5.1212e-05,0.00586604,1.88889
VCOMP17,VCOMP17-2,-4.43239e-05,0.00591662,1.88889
VCOMP17,VCOMP17-3,9.60553e-06,0.00588807,1.88889
VCOMP17,VCOMP17-4,-5.60045e-06,0.00589612,1.88889
VCOMP17,VCOMP17-5,7.97011e-06,0.00588893,1.88889
VCOMP17,VCOMP17-6,-9.49083e-06,0.00589818,1.88889
VCOMP17,VCOMP17-7,2.88496e-05,0.00587788,1.88889
VCOMP17,VCOMP17-8,1.01334e-05,0.00588779,1.88889
VCOMP17,VCOMP17-9,2.20952e-05,0.00588145,1.88889
VCOMP17,VCOMP17-10,6.27146e-06,0.00588983,1.88889
VCOMP17,VCOMP17-11,3.80143e-05,0.00587303,1.88889
VCOMP17,VCOMP17-12,2.28428e-05,0.00588106,1.88889
VCOMP17,VCOMP17-13,4.09423e-05,0.00587148,1.88889
VCOMP17,VCOMP17-14,1.96412e-05,0.00588275,1.88889
VCOMP17,VCOMP17-15,5.17342e-05,0.00586576,1.88889
VCOMP17,VCOMP17-16,4.22464e-05,0.00587079,1.88889
VCOMP17,VCOMP17-17,5.47197e-05,0.00586418,1.88889
VCOMP19,VCOMP19-0,3.29966,-0.00600018,19.0476
VCOMP19,VCOMP19-1,3.29966,-0.00599992,19.0476
VCOMP19,VCOMP19-2,3.29966,-0.00599992,19.0476
VCOMP19,VCOMP19-3,0.000158636,0.00449992,19.0476
VCOMP19,VCOMP19-4,0.000158558,0.00449992,19.0476
VCOMP19,VCOMP19-5,0.000159672,0.00449986,19.0476
VCOMP19,VCOMP19-6,0.00015097,0.00450032,19.0476
VCOMP20,VCOMP20-0,3.29968,-0.00599995,19.0476
VCOMP20,VCOMP20-1,3.29968,-0.00600021,19.0476
VCOMP20,VCOMP20-2,3.29968,-0.00599986,19.0476
VCOMP20,VCOMP20-3,0.000145806,0.00450041,19.0476
VCOMP20,VCOMP20-4,0.000155361,0.00449991,19.0476
VCOMP20,VCOMP20-5,0.000159401,0.00449969,19.0476
VCOMP20,VCOMP20-6,0.000153446,0.00450001,19.0476
VCOMP21,VCOMP21-0,3.29965,-0.007,24.4898
VCOMP21,VCOMP21-1,8.81244e-05,0.00116685,24.4898
VCOMP21,VCOMP21-2,9.02592e-05,0.00116676,24.4898
VCOMP21,VCOMP21-3,9.16665e-05,0.0011667,24.4898
VCOMP21,VCOMP21-4,9.66104e-05,0.0011665,24.4898
VCOMP21,VCOMP21-5,9.55768e-05,0.00116654,24.4898
VCOMP21,VCOMP21-6,9.28917e-05,0.00116665,24.4898
VCOMP22,VCOMP22-0,3.29928,-0.0599909,1.11111
VCOMP22,VCOMP22-1,3.2993,-0.0600093,1.11111
VCOMP22,VCOMP22-2,0.000217213,0.12,1.11111
VCOMP23,VCOMP23-0,3.29954,-0.0350075,1.90476
VCOMP23,VCOMP23-1,3.29951,-0.0349926,1.90476
VCOMP23,VCOMP23-2,0.00012366,0.0700001,1.90476
VCOMP24,VCOMP24-0,4.99928,-0.0589998,1.69492
VCOMP24,VCOMP24-1,0.000121786,0.0589998,1.69492
VCOMP25,VCOMP25-0,4.99925,-0.0589998,1.69492
VCOMP25,VCOMP25-1,0.000113574,0.0589998,1.69492
VCOMP26,VCOMP26-0,-2.49919,0.0324985,1.23077
VCOMP26,VCOMP26-1,-2.49919,0.0324982,1.23077
VCOMP26,VCOMP26-2,-2.49919,0.0324947,1.23077
VCOMP26,VCOMP26-3,-2.49921,0.0325085,1.23077
VCOMP26,VCOMP26-4,5.7336e-05,-0.13,1.23077
VCOMP27,VCOMP27-0,-4.99941,0.0295048,2.25989
VCOMP27,VCOMP27-1,-4.99939,0.0294952,2.25989
VCOMP27,VCOMP27-2,0.000121786,-0.0589999,2.25989
VCOMP28,VCOMP28-0,-4.9995,0.029517,2.25989
VCOMP28,VCOMP28-1,-4.99942,0.0294829,2.25989
VCOMP28,VCOMP28-2,0.000113574,-0.0589999,2.25989
VCOMP29,VCOMP29-0,11.9945,-0.0999998,1.66667
VCOMP29,VCOMP29-1,6.33289e-05,0.0200069,1.66667
VCOMP29,VCOMP29-2,8.34835e-05,0.0199948,1.66667
VCOMP29,VCOMP29-3,8.22292e-05,0.0199956,1.66667
VCOMP29,VCOMP29-4,7.45513e-05,0.0200002,1.66667
VCOMP29,VCOMP29-5,7.08159e-05,0.0200024,1.66667
VCOMP30,VCOMP30-0,11.9977,-0.1,1.88235
VCOMP30,VCOMP30-1,0.000110129,0.00624584,1.88235
VCOMP30,VCOMP30-2,0.00010992,0.00624595,1.88235
VCOMP30,VCOMP30-3,0.000120853,0.00624014,1.88235
VCOMP30,VCOMP30-4,9.84368e-05,0.00625205,1.88235
VCOMP30,VCOMP30-5,0.000106648,0.00624769,1.88235
VCOMP30,VCOMP30-6,0.000112519,0.00624457,1.88235
VCOMP30,VCOMP30-7,0.000106048,0.00624801,1.88235
VCOMP30,VCOMP30-8,0.000120405,0.00624038,1.88235
VCOMP30,VCOMP30-9,0.000109161,0.00624635,1.88235
VCOMP30,VCOMP30-10,0.000121886,0.00623959,1.88235
VCOMP30,VCOMP30-11,8.00076e-05,0.00626184,1.88235
VCOMP30,VCOMP30-12,7.90281e-05,0.00626236,1.88235
VCOMP30,VCOMP30-13,8.98303e-05,0.00625662,1.88235
VCOMP30,VCOMP30-14,8.30153e-05,0.00626024,1.88235
VCOMP30,VCOMP30-15,9.57247e-05,0.00625349,1.88235
VCOMP30,VCOMP30-16,9.2886e-05,0.006255,1.88235
VCOMP31,VCOMP31-0,-11.9977,0.1,1.88235
VCOMP31,VCOMP31-1,0.000110129,-0.00625418,1.88235
VCOMP31,VCOMP31-2,0.00010992,-0.00625407,1.88235
VCOMP31,VCOMP31-3,0.000120853,-0.00625988,1.88235
VCOMP31,VCOMP31-4,9.84368e-05,-0.00624797,1.88235
VCOMP31,VCOMP31-5,0.000106648,-0.00625233,1.88235
VCOMP31,VCOMP31-6,0.000112519,-0.00625545,1.88235
VCOMP31,VCOMP31-7,0.000106048,-0.00625201,1.88235
VCOMP31,VCOMP31-8,0.000120405,-0.00625964,1.88235
VCOMP31,VCOMP31-9,0.000109161,-0.00625366,1.88235
VCOMP31,VCOMP31-10,0.000121886,-0.00626043,1.88235
VCOMP31,VCOMP31-11,8.00076e-05,-0.00623818,1.88235
VCOMP31,VCOMP31-12,7.90281e-05,-0.00623766,1.88235
VCOMP31,VCOMP31-13,8.98303e-05,-0.0062434,1.88235
VCOMP31,VCOMP31-14,8.30153e-05,-0.00623977,1.88235
VCOMP31,VCOMP31-15,9.57247e-05,-0.00624653,1.88235
VCOMP31,VCOMP31-16,9.2886e-05,-0.00624502,1.88235
VCOMP32,VCOMP32-0,-11.9955,0.0999998,1.66667
VCOMP32,VCOMP32-1,6.33289e-05,-0.019993,1.66667
VCOMP32,VCOMP32-2,8.34835e-05,-0.0200051,1.66667
VCOMP32,VCOMP32-3,8.22292e-05,-0.0200044,1.66667
VCOMP32,VCOMP32-4,7.45513e-05,-0.0199998,1.66667
VCOMP32,VCOMP32-5,7.08159e-05,-0.0199975,1.66667
VCOMP33,VCOMP33-0,3.29773,-1.42857e-05,7000
VCOMP33,VCOMP33-1,3.29773,-1.42857e-05,7000
VCOMP33,VCOMP33-2,3.29773,-1.42857e-05,7000
VCOMP33,VCOMP33-3,3.29773,-1.42857e-05,7000
VCOMP33,VCOMP33-4,3.29773,-1.42857e-05,7000
VCOMP33,VCOMP33-5,3.29773,-1.42857e-05,7000
VCOMP33,VCOMP33-6,3.29773,-1.42857e-05,7000
VCOMP33,VCOMP33-7,9.31181e-05,5e-05,7000
VCOMP33,VCOMP33-8,9.30595e-05,5e-05,7000
VCOMP34,VCOMP34-0,3.29773,-1.42857e-05,7000
VCOMP34,VCOMP34-1,3.29773,-1.42857e-05,7000
VCOMP34,VCOMP34-2,3.29773,-1.42857e-05,7000
VCOMP34,VCOMP34-3,3.29773,-1.42857e-05,7000
VCOMP34,VCOMP34-4,3.29773,-1.42857e-05,7000
VCOMP34,VCOMP34-5,3.29773,-1.42857e-05,7000
VCOMP34,VCOMP34-6,3.29773,-1.42857e-05,7000
VCOMP34,VCOMP34-7,8.97229e-05,5e-05,7000
VCOMP34,VCOMP34-8,8.99159e-05,5e-05,7000
VCOMP35,VCOMP35-0,5.49278,-3.33333e-05,3000
VCOMP35,VCOMP35-1,5.49278,-3.33333e-05,3000
VCOMP35,VCOMP35-2,5.49278,-3.33333e-05,3000
VCOMP35,VCOMP35-3,9.54078e-05,3.33338e-05,3000
VCOMP35,VCOMP35-4,9.55002e-05,3.33338e-05,3000
VCOMP35,VCOMP35-5,9.96643e-05,3.33324e-05,3000
VCOMP36,VCOMP36-0,5.49302,-5e-05,2000
VCOMP36,VCOMP36-1,5.49302,-5e-05,2000
VCOMP36,VCOMP36-2,9.76964e-05,5e-05,2000
VCOMP36,VCOMP36-3,9.78728e-05,5e-05,2000
VCOMP37,VCOMP37-0,-5.4955,0.0001,1000
VCOMP37,VCOMP37-1,8.79207e-05,-0.0001,1000
VCOMP38,VCOMP38-0,-5.49559,0.0001,1000
VCOMP38,VCOMP38-1,8.6198e-05,-0.0001,1000
VCOMP39,VCOMP39-0,12.9991,-5e-05,2000
VCOMP39,VCOMP39-1,12.9991,-5e-05,2000
VCOMP39,VCOMP39-2,5.6626e-05,3.33343e-05,2000
VCOMP39,VCOMP39-3,5.65942e-05,3.33344e-05,2000
VCOMP39,VCOMP39-4,6.26803e-05,3.33313e-05,2000
VCOMP40,VCOMP40-0,-12.9989,0.0001,1000
VCOMP40,VCOMP40-1,3.77143e-06,-0.0001,1000
VCOMP42,VCOMP42-0,5.49585,-0.271937,0.512354
VCOMP42,VCOMP42-1,5.49584,-0.271917,0.512354
VCOMP42,VCOMP42-2,5.49585,-0.271937,0.512354
VCOMP42,VCOMP42-3,5.49239,-0.265192,0.512354
VCOMP42,VCOMP42-4,-0.000651975,0.120109,0.512354
VCOMP42,VCOMP42-5,-0.000651975,0.120109,0.512354
VCOMP42,VCOMP42-6,-0.000651975,0.120109,0.512354
VCOMP42,VCOMP42-7,-0.000651975,0.120109,0.512354
VCOMP42,VCOMP42-8,-0.000651975,0.120109,0.512354
VCOMP42,VCOMP42-9,-0.000651975,0.120109,0.512354
VCOMP42,VCOMP42-10,-0.000651975,0.120109,0.512354
VCOMP42,VCOMP42-11,-0.000651975,0.120109,0.512354
VCOMP42,VCOMP42-12,-0.000651975,0.120109,0.512354
VCOMP44,VCOMP44-0,5.49582,-0.0783084,1.59779
VCOMP44,VCOMP44-1,5.49576,-0.0782727,1.59779
VCOMP44,VCOMP44-2,5.49551,-0.078118,1.59779
VCOMP44,VCOMP44-3,-0.000660684,0.0469398,1.59779
VCOMP44,VCOMP44-4,-0.000660684,0.0469398,1.59779
VCOMP44,VCOMP44-5,-0.000660684,0.0469398,1.59779
VCOMP44,VCOMP44-6,-0.000660684,0.0469398,1.59779
VCOMP44,VCOMP44-7,-0.000660684,0.0469398,1.59779
VCOMP46,VCOMP46-0,11.9924,-0.224929,0.177893
VCOMP46,VCOMP46-1,11.9924,-0.224929,0.177893
VCOMP46,VCOMP46-2,11.9923,-0.224758,0.177893
VCOMP46,VCOMP46-3,11.9924,-0.224802,0.177893
VCOMP46,VCOMP46-4,-0.00103602,0.899417,0.177893
VCOMP48,VCOMP48-0,11.9958,-0.0334683,4.13697
VCOMP48,VCOMP48-1,11.9958,-0.033469,4.13697
VCOMP48,VCOMP48-2,11.9958,-0.0334696,4.13697
VCOMP48,VCOMP48-3,11.9958,-0.0334704,4.13697
VCOMP48,VCOMP48-4,-0.000465552,0.0148752,4.13697
VCOMP48,VCOMP48-5,-0.000465552,0.0148752,4.13697
VCOMP48,VCOMP48-6,-0.000465552,0.0148752,4.13697
VCOMP48,VCOMP48-7,-0.000465552,0.0148752,4.13697
VCOMP48,VCOMP48-8,-0.000465552,0.0148752,4.13697
VCOMP48,VCOMP48-9,-0.000465552,0.0148752,4.13697
VCOMP48,VCOMP48-10,-0.000465552,0.0148752,4.13697
VCOMP48,VCOMP48-11,-0.000465552,0.0148752,4.13697
VCOMP48,VCOMP48-12,-0.000465552,0.0148752,4.13697
VCOMP50,VCOMP50-0,11.9872,-0.255313,0.391676
VCOMP50,VCOMP50-1,0.000131459,0.255313,0.391676
VCOMP52,VCOMP52-0,11.9872,-0.255313,0.391676
VCOMP52,VCOMP52-1,0.000131459,0.255313,0.391676
VCOMP53,VCOMP53-0,3.29773,-0.02,0
VCOMP53,VCOMP53-1,3.29773,-0.02,0
VCOMP53,VCOMP53-2,3.29773,-0.02,0
VCOMP53,VCOMP53-3,3.29773,-0.02,0
VCOMP53,VCOMP53-4,3.29773,-0.02,0
VCOMP53,VCOMP53-5,3.29773,-0.02,0
VCOMP53,VCOMP53-6,3.29773,-0.02,0
VCOMP53,VCOMP53-7,2.50009,0.07,0
VCOMP53,VCOMP53-8,2.50009,0.07,0
VCOMP54,VCOMP54-0,3.29773,-0.0492857,0
VCOMP54,VCOMP54-1,3.29773,-0.0492857,0
VCOMP54,VCOMP54-2,3.29773,-0.0492857,0
VCOMP54,VCOMP54-3,3.29773,-0.0492857,0
VCOMP54,VCOMP54-4,3.29773,-0.0492857,0
VCOMP54,VCOMP54-5,3.29773,-0.0492857,0
VCOMP54,VCOMP54-6,3.29773,-0.0492857,0
VCOMP54,VCOMP54-7,1.80008,0.1725,0
VCOMP54,VCOMP54-8,1.80008,0.1725,0
VCOMP55,VCOMP55-0,5.49278,-0.0776667,0
VCOMP55,VCOMP55-1,5.49278,-0.0776667,0
VCOMP55,VCOMP55-2,5.49278,-0.0776667,0
VCOMP55,VCOMP55-3,3.30005,0.1165,0
VCOMP55,VCOMP55-4,3.30005,0.1165,0
VCOMP56,VCOMP56-0,5.49302,-0.059,0
VCOMP56,VCOMP56-1,5.49302,-0.059,0
VCOMP56,VCOMP56-2,5.00005,0.059,0
VCOMP56,VCOMP56-3,5.00005,0.059,0
VCOMP57,VCOMP57-0,-5.4955,0.118,0
VCOMP57,VCOMP57-1,-4.99991,-0.118,0
VCOMP58,VCOMP58-0,-5.49559,0.13,0
VCOMP58,VCOMP58-1,-2.49992,-0.13,0
VCOMP59,VCOMP59-0,12.9991,-0.1,0
VCOMP59,VCOMP59-1,12.9991,-0.1,0
VCOMP59,VCOMP59-2,12.0001,0.1,0
VCOMP59,VCOMP59-3,12.0001,0.1,0
VCOMP60,VCOMP60-0,-12.9989,0.2,0
VCOMP60,VCOMP60-1,-12,-0.2,0
VCOMP61,VCOMP61-0,11.9883,-0.510626,5e-07
VCOMP61,VCOMP61-1,11.9883,0.510626,5e-07
VCOMP62,VCOMP62-0,12.9997,-0.2001,5e-07
VCOMP62,VCOMP62-1,12.9997,0.2001,5e-07
VCOMP63,VCOMP63-0,12.9995,-0.2001,5e-07
VCOMP63,VCOMP63-1,12.9995,0.2001,5e-07
VCOMP64,VCOMP64-0,-12.9997,0.2001,5e-07
VCOMP64,VCOMP64-1,-12.9997,-0.2001,5e-07
