x,y,layer1,layer2,voltage1,voltage2,current
3001.86,3319.71,L4,P3V3,9.05473e-05,9.05473e-05,-7.33956e-17
3001.86,3319.71,P3V3,BOT,9.05473e-05,9.05473e-05,-7.20365e-17
3002.54,178.318,TOP,GP1_GND_,3.29646,3.29646,-1.65234e-11
3002.54,178.318,GP1_GND_,L3,3.29646,3.29646,-1.64344e-11
3002.54,178.318,L3,L4,3.29646,3.29646,-1.65234e-11
3002.54,178.318,L4,P3V3,3.29646,3.29646,-1.68352e-11
3002.54,178.318,P3V3,BOT,3.29646,3.29646,-1.18024e-11
3025.92,276.067,TOP,GP1_GND_,-0.000192838,-0.000192838,-6.48328e-16
3025.92,276.067,GP1_GND_,L3,-0.000192838,-0.000197957,0.00462025
3025.92,276.067,L3,L4,-0.000197957,-0.000199695,0.00462025
3025.92,276.067,L4,P3V3,-0.000199695,-0.000199695,-5.38235e-16
3025.92,276.067,P3V3,BOT,-0.000199695,-0.000199695,-5.04255e-16
3097.82,128.084,TOP,GP1_GND_,-0.000216513,-0.000216513,2.16109e-16
3097.82,128.084,GP1_GND_,L3,-0.000216513,-0.00021952,0.00271484
3097.82,128.084,L3,L4,-0.00021952,-0.000220542,0.00271484
3097.82,128.084,L4,P3V3,-0.000220542,-0.000220542,7.82887e-16
3097.82,128.084,P3V3,BOT,-0.000220542,-0.000220542,7.92401e-16
3129.63,3635.19,TOP,GP1_GND_,8.33252e-05,8.33252e-05,-1.04453e-15
3129.63,3635.19,GP1_GND_,L3,8.33252e-05,8.15963e-05,0.00156053
3129.63,3635.19,L3,L4,8.15963e-05,8.10091e-05,0.00156053
3129.63,3635.19,L4,P3V3,8.10091e-05,8.10091e-05,-2.93583e-16
3129.63,3635.19,P3V3,BOT,8.10091e-05,8.10091e-05,-2.88146e-16
3137.91,314.609,TOP,GP1_GND_,-5.50015,-5.50015,2.36049e-12
3137.91,314.609,GP1_GND_,L3,-5.50015,-5.50015,6.41341e-12
3137.91,314.609,L3,L4,-5.50015,-5.50015,9.44196e-12
3137.91,314.609,L4,P3V3,-5.50015,-5.50015,6.41341e-12
3137.91,314.609,P3V3,BOT,-5.50015,-5.50015,4.72098e-12
3142.41,3144.79,TOP,GP1_GND_,8.46138e-05,8.46138e-05,2.88146e-16
3142.41,3144.79,GP1_GND_,L3,8.46138e-05,8.58476e-05,-0.00111367
3142.41,3144.79,L3,L4,8.58476e-05,8.62667e-05,-0.00111367
3142.41,3144.79,L4,P3V3,8.62667e-05,8.75005e-05,-0.00111367
3142.41,3144.79,P3V3,BOT,8.75005e-05,8.79195e-05,-0.00111367
3142.41,3188.1,TOP,GP1_GND_,8.53413e-05,8.53413e-05,2.88146e-16
3142.41,3188.1,GP1_GND_,L3,8.53413e-05,8.62908e-05,-0.000857016
3142.41,3188.1,L3,L4,8.62908e-05,8.66132e-05,-0.000857016
3142.41,3188.1,L4,P3V3,8.66132e-05,8.75627e-05,-0.000857016
3142.41,3188.1,P3V3,BOT,8.75627e-05,8.78852e-05,-0.000857016
3142.41,3231.41,TOP,GP1_GND_,8.53108e-05,8.53108e-05,2.88146e-16
3142.41,3231.41,GP1_GND_,L3,8.53108e-05,8.63737e-05,-0.000959439
3142.41,3231.41,L3,L4,8.63737e-05,8.67347e-05,-0.000959439
3142.41,3231.41,L4,P3V3,8.67347e-05,8.77977e-05,-0.000959439
3142.41,3231.41,P3V3,BOT,8.77977e-05,8.81587e-05,-0.000959439
3185.72,3144.79,TOP,GP1_GND_,8.34102e-05,8.34102e-05,3.24164e-16
3185.72,3144.79,GP1_GND_,L3,8.34102e-05,8.534e-05,-0.0017418
3185.72,3144.79,L3,L4,8.534e-05,8.59954e-05,-0.0017418
3185.72,3144.79,L4,P3V3,8.59954e-05,8.79251e-05,-0.0017418
3185.72,3144.79,P3V3,BOT,8.79251e-05,8.85805e-05,-0.0017418
3185.72,3188.1,TOP,GP1_GND_,8.40836e-05,8.40836e-05,2.88146e-16
3185.72,3188.1,GP1_GND_,L3,8.40836e-05,8.55918e-05,-0.00136127
3185.72,3188.1,L3,L4,8.55918e-05,8.6104e-05,-0.00136127
3185.72,3188.1,L4,P3V3,8.6104e-05,8.76122e-05,-0.00136127
3185.72,3188.1,P3V3,BOT,8.76122e-05,8.81244e-05,-0.00136127
3185.72,3231.41,TOP,GP1_GND_,8.40019e-05,8.40019e-05,3.24164e-16
3185.72,3231.41,GP1_GND_,L3,8.40019e-05,8.54203e-05,-0.00128025
3185.72,3231.41,L3,L4,8.54203e-05,8.5902e-05,-0.00128025
3185.72,3231.41,L4,P3V3,8.5902e-05,8.73204e-05,-0.00128025
3185.72,3231.41,P3V3,BOT,8.73204e-05,8.78021e-05,-0.00128025
3200.64,314.607,TOP,GP1_GND_,3.29647,3.29647,5.90123e-12
3200.64,314.607,GP1_GND_,L3,3.29647,3.29647,5.61173e-12
3200.64,314.607,L3,L4,3.29647,3.29647,5.90123e-12
3200.64,314.607,L4,P3V3,3.29647,3.29647,5.61173e-12
3200.64,314.607,P3V3,BOT,3.29647,3.29647,-1.18024e-11
3223.24,2213.94,TOP,GP1_GND_,3.88548e-05,3.66477e-05,0.00586577
3223.24,2213.94,GP1_GND_,L3,3.66477e-05,3.66477e-05,-1.28442e-16
3223.24,2213.94,L3,L4,3.66477e-05,3.66477e-05,-1.44073e-16
3223.24,2213.94,L4,P3V3,3.66477e-05,3.66477e-05,-1.34559e-16
3223.24,2213.94,P3V3,BOT,3.66477e-05,3.66477e-05,-1.26064e-16
3223.24,1820.24,TOP,GP1_GND_,-2.68347e-06,-4.89896e-06,0.00588807
3223.24,1820.24,GP1_GND_,L3,-4.89896e-06,-4.89896e-06,1.75844e-17
3223.24,1820.24,L3,L4,-4.89896e-06,-4.89896e-06,1.80091e-17
3223.24,1820.24,L4,P3V3,-4.89896e-06,-4.89896e-06,1.83489e-17
3223.24,1820.24,P3V3,BOT,-4.89896e-06,-4.89896e-06,2.02602e-17
3223.24,1938.35,TOP,GP1_GND_,1.65818e-05,1.43701e-05,0.00587788
3223.24,1938.35,GP1_GND_,L3,1.43701e-05,1.43701e-05,-5.81049e-17
3223.24,1938.35,L3,L4,1.43701e-05,1.43701e-05,-6.30319e-17
3223.24,1938.35,L4,P3V3,1.43701e-05,1.43701e-05,-6.88084e-17
3223.24,1938.35,P3V3,BOT,1.43701e-05,1.43701e-05,-7.20365e-17
3223.24,2056.46,TOP,GP1_GND_,2.51193e-05,2.29095e-05,0.00587303
3223.24,2056.46,GP1_GND_,L3,2.29095e-05,2.29095e-05,-7.64538e-17
3223.24,2056.46,L3,L4,2.29095e-05,2.29095e-05,-9.00456e-17
3223.24,2056.46,L4,P3V3,2.29095e-05,2.29095e-05,-8.25701e-17
3223.24,2056.46,P3V3,BOT,2.29095e-05,2.29095e-05,-9.00456e-17
3223.24,2115.52,TOP,GP1_GND_,2.86879e-05,2.64786e-05,0.00587148
3223.24,2115.52,GP1_GND_,L3,2.64786e-05,2.64786e-05,-9.17445e-17
3223.24,2115.52,L3,L4,2.64786e-05,2.64786e-05,-9.90501e-17
3223.24,2115.52,L4,P3V3,2.64786e-05,2.64786e-05,-9.48027e-17
3223.24,2115.52,P3V3,BOT,2.64786e-05,2.64786e-05,-9.90501e-17
3229.02,3144.79,TOP,GP1_GND_,8.19495e-05,8.19495e-05,2.88146e-16
3229.02,3144.79,GP1_GND_,L3,8.19495e-05,8.43052e-05,-0.00212629
3229.02,3144.79,L3,L4,8.43052e-05,8.51053e-05,-0.00212629
3229.02,3144.79,L4,P3V3,8.51053e-05,8.7461e-05,-0.00212629
3229.02,3144.79,P3V3,BOT,8.7461e-05,8.82611e-05,-0.00212629
3229.02,3188.1,TOP,GP1_GND_,8.25195e-05,8.25195e-05,2.88146e-16
3229.02,3188.1,GP1_GND_,L3,8.25195e-05,8.4554e-05,-0.00183629
3229.02,3188.1,L3,L4,8.4554e-05,8.52449e-05,-0.00183629
3229.02,3188.1,L4,P3V3,8.52449e-05,8.72793e-05,-0.00183629
3229.02,3188.1,P3V3,BOT,8.72793e-05,8.79703e-05,-0.00183629
3229.02,3231.41,TOP,GP1_GND_,8.23778e-05,8.23778e-05,2.88146e-16
3229.02,3231.41,GP1_GND_,L3,8.23778e-05,8.42878e-05,-0.00172397
3229.02,3231.41,L3,L4,8.42878e-05,8.49365e-05,-0.00172397
3229.02,3231.41,L4,P3V3,8.49365e-05,8.68465e-05,-0.00172397
3229.02,3231.41,P3V3,BOT,8.68465e-05,8.74952e-05,-0.00172397
3230.9,131.051,TOP,GP1_GND_,-0.000242854,-0.000242854,2.16109e-16
3230.9,131.051,GP1_GND_,L3,-0.000242854,-0.000244916,0.0018608
3230.9,131.051,L3,L4,-0.000244916,-0.000245616,0.0018608
3230.9,131.051,L4,P3V3,-0.000245616,-0.000245616,8.80748e-16
3230.9,131.051,P3V3,BOT,-0.000245616,-0.000245616,8.64437e-16
3234.93,2956.24,TOP,GP1_GND_,7.71166e-05,7.71166e-05,-3.96201e-16
3234.93,2956.24,GP1_GND_,L3,7.71166e-05,7.71166e-05,-1.95722e-16
3234.93,2956.24,L3,L4,7.71166e-05,7.71166e-05,-2.16109e-16
3234.93,2956.24,L4,P3V3,7.71166e-05,7.71166e-05,-2.07954e-16
3234.93,2956.24,P3V3,BOT,7.71166e-05,7.71166e-05,-2.16109e-16
3249.11,1061.22,TOP,GP1_GND_,-0.00012325,-0.00012325,1.44073e-16
3249.11,1061.22,GP1_GND_,L3,-0.00012325,-0.00012325,4.15909e-16
3249.11,1061.22,L3,L4,-0.00012325,-0.00012325,4.32219e-16
3249.11,1061.22,L4,P3V3,-0.00012325,-0.00012325,4.40374e-16
3249.11,1061.22,P3V3,BOT,-0.00012325,-0.00012325,5.04255e-16
3251.13,3388.52,TOP,GP1_GND_,7.89566e-05,7.89566e-05,2.88146e-16
3251.13,3388.52,GP1_GND_,L3,7.89566e-05,7.97427e-05,-0.000709507
3251.13,3388.52,L3,L4,7.97427e-05,8.00097e-05,-0.000709507
3251.13,3388.52,L4,P3V3,8.00097e-05,8.00097e-05,-1.10094e-16
3251.13,3388.52,P3V3,BOT,8.00097e-05,8.00097e-05,-1.08055e-16
3265.56,3352.27,TOP,GP1_GND_,7.92538e-05,7.92538e-05,1.08055e-16
3265.56,3352.27,GP1_GND_,L3,7.92538e-05,7.9748e-05,-0.000446109
3265.56,3352.27,L3,L4,7.9748e-05,7.99159e-05,-0.000446109
3265.56,3352.27,L4,P3V3,7.99159e-05,7.99159e-05,-2.8135e-16
3265.56,3352.27,P3V3,BOT,7.99159e-05,7.99159e-05,-2.88146e-16
3284.21,3055.06,TOP,GP1_GND_,3.29969,3.29969,9.44196e-12
3284.21,3055.06,GP1_GND_,L3,3.29969,3.29969,9.21927e-12
3284.21,3055.06,L3,L4,3.29969,3.29969,8.26172e-12
3284.21,3055.06,L4,P3V3,3.29969,3.29968,0.007
3284.21,3055.06,P3V3,BOT,3.29968,3.29968,0.007
3307.88,1879.29,TOP,GP1_GND_,-4.3207e-06,-6.53652e-06,0.00588893
3307.88,1879.29,GP1_GND_,L3,-6.53652e-06,-6.53652e-06,2.29361e-17
3307.88,1879.29,L3,L4,-6.53652e-06,-6.53652e-06,2.47625e-17
3307.88,1879.29,L4,P3V3,-6.53652e-06,-6.53652e-06,2.29361e-17
3307.88,1879.29,P3V3,BOT,-6.53652e-06,-6.53652e-06,2.47625e-17
3307.88,1997.41,TOP,GP1_GND_,9.82003e-06,7.60702e-06,0.00588146
3307.88,1997.41,GP1_GND_,L3,7.60702e-06,7.60702e-06,-2.75234e-17
3307.88,1997.41,L3,L4,7.60702e-06,7.60702e-06,-2.70137e-17
3307.88,1997.41,L4,P3V3,7.60702e-06,7.60702e-06,-2.75234e-17
3307.88,1997.41,P3V3,BOT,7.60702e-06,7.60702e-06,-2.70137e-17
3307.89,2312.37,TOP,GP1_GND_,4.24801e-05,4.02736e-05,0.00586419
3307.89,2312.37,GP1_GND_,L3,4.02736e-05,4.02736e-05,-1.40675e-16
3307.89,2312.37,L3,L4,4.02736e-05,4.02736e-05,-1.44073e-16
3307.89,2312.37,L4,P3V3,4.02736e-05,4.02736e-05,-1.46791e-16
3307.89,2312.37,P3V3,BOT,4.02736e-05,4.02736e-05,-1.44073e-16
3346.22,3077.69,TOP,GP1_GND_,3.29643,3.29643,1.29827e-11
3346.22,3077.69,GP1_GND_,L3,3.29643,3.29643,1.16243e-11
3346.22,3077.69,L3,L4,3.29643,3.29643,1.18024e-11
3346.22,3077.69,L4,P3V3,3.29643,3.29643,1.16243e-11
3346.22,3077.69,P3V3,BOT,3.29643,3.29643,0.00299995
3346.22,3177.45,TOP,GP1_GND_,3.29643,3.29643,1.29827e-11
3346.22,3177.45,GP1_GND_,L3,3.29643,3.29643,1.16243e-11
3346.22,3177.45,L3,L4,3.29643,3.29643,1.18024e-11
3346.22,3177.45,L4,P3V3,3.29643,3.29643,1.16243e-11
3346.22,3177.45,P3V3,BOT,3.29643,3.29643,0.00300005
3350.01,130.213,TOP,GP1_GND_,-0.000278299,-0.000278299,-1.00851e-15
3350.01,130.213,GP1_GND_,L3,-0.000278299,-0.000274465,-0.00346122
3350.01,130.213,L3,L4,-0.000274465,-0.000273162,-0.00346122
3350.01,130.213,L4,P3V3,-0.000273162,-0.000273162,9.78609e-16
3350.01,130.213,P3V3,BOT,-0.000273162,-0.000273162,1.00851e-15
3361.05,2218.12,TOP,GP1_GND_,2.74489e-05,2.52399e-05,0.00587079
3361.05,2218.12,GP1_GND_,L3,2.52399e-05,2.52399e-05,-8.86864e-17
3361.05,2218.12,L3,L4,2.52399e-05,2.52399e-05,-9.00456e-17
3361.05,2218.12,L4,P3V3,2.52399e-05,2.52399e-05,-9.17445e-17
3361.05,2218.12,P3V3,BOT,2.52399e-05,2.52399e-05,-9.00456e-17
3368.91,1820.24,TOP,GP1_GND_,-1.79067e-05,-2.01252e-05,0.00589612
3368.91,1820.24,GP1_GND_,L3,-2.01252e-05,-2.01252e-05,7.03375e-17
3368.91,1820.24,L3,L4,-2.01252e-05,-2.01252e-05,7.20365e-17
3368.91,1820.24,L4,P3V3,-2.01252e-05,-2.01252e-05,7.03375e-17
3368.91,1820.24,P3V3,BOT,-2.01252e-05,-2.01252e-05,8.1041e-17
3368.91,1938.35,TOP,GP1_GND_,-2.15544e-06,-4.37082e-06,0.00588779
3368.91,1938.35,GP1_GND_,L3,-4.37082e-06,-4.37082e-06,1.52908e-17
3368.91,1938.35,L3,L4,-4.37082e-06,-4.37082e-06,1.5758e-17
3368.91,1938.35,L4,P3V3,-4.37082e-06,-4.37082e-06,1.60553e-17
3368.91,1938.35,P3V3,BOT,-4.37082e-06,-4.37082e-06,1.5758e-17
3368.91,2056.46,TOP,GP1_GND_,1.05679e-05,8.3551e-06,0.00588106
3368.91,2056.46,GP1_GND_,L3,8.3551e-06,8.3551e-06,-2.90524e-17
3368.91,2056.46,L3,L4,8.3551e-06,8.3551e-06,-3.1516e-17
3368.91,2056.46,L4,P3V3,8.3551e-06,8.3551e-06,-3.05815e-17
3368.91,2056.46,P3V3,BOT,8.3551e-06,8.3551e-06,-3.1516e-17
3381.75,3067.97,TOP,GP1_GND_,7.41685e-05,7.41685e-05,2.52128e-16
3381.75,3067.97,GP1_GND_,L3,7.41685e-05,7.41685e-05,8.56282e-17
3381.75,3067.97,L3,L4,7.41685e-05,7.41685e-05,7.20365e-17
3381.75,3067.97,L4,P3V3,7.41685e-05,7.41685e-05,7.33956e-17
3381.75,3067.97,P3V3,BOT,7.41685e-05,7.41685e-05,3.60182e-17
3394.81,1662.45,TOP,GP1_GND_,-4.43239e-05,-4.47369e-05,0.00591662
3394.81,1662.45,GP1_GND_,L3,-4.47369e-05,-4.47369e-05,-3.29688e-17
3394.81,1662.45,L3,L4,-4.47369e-05,-4.47369e-05,-0
3394.81,1662.45,L4,P3V3,-4.47369e-05,-4.47369e-05,-6.59376e-17
3394.81,1662.45,P3V3,BOT,-4.47369e-05,-4.47369e-05,-9.70748e-17
3394.81,2447.88,TOP,GP1_GND_,5.1212e-05,5.08025e-05,0.00586604
3394.81,2447.88,GP1_GND_,L3,5.08025e-05,5.08025e-05,6.59376e-17
3394.81,2447.88,L3,L4,5.08025e-05,5.08025e-05,-0
3394.81,2447.88,L4,P3V3,5.08025e-05,5.08025e-05,6.59376e-17
3394.81,2447.88,P3V3,BOT,5.08025e-05,5.08025e-05,9.70748e-17
3453.55,1879.29,TOP,GP1_GND_,-2.18009e-05,-2.40202e-05,0.00589818
3453.55,1879.29,GP1_GND_,L3,-2.40202e-05,-2.40202e-05,8.56282e-17
3453.55,1879.29,L3,L4,-2.40202e-05,-2.40202e-05,9.00456e-17
3453.55,1879.29,L4,P3V3,-2.40202e-05,-2.40202e-05,8.56282e-17
3453.55,1879.29,P3V3,BOT,-2.40202e-05,-2.40202e-05,9.00456e-17
3453.55,1997.41,TOP,GP1_GND_,-6.02122e-06,-8.23738e-06,0.00588984
3453.55,1997.41,GP1_GND_,L3,-8.23738e-06,-8.23738e-06,2.90524e-17
3453.55,1997.41,L3,L4,-8.23738e-06,-8.23738e-06,3.1516e-17
3453.55,1997.41,L4,P3V3,-8.23738e-06,-8.23738e-06,2.90524e-17
3453.55,1997.41,P3V3,BOT,-8.23738e-06,-8.23738e-06,3.1516e-17
3453.55,2115.52,TOP,GP1_GND_,6.72492e-06,4.51142e-06,0.00588276
3453.55,2115.52,GP1_GND_,L3,4.51142e-06,4.51142e-06,-1.52908e-17
3453.55,2115.52,L3,L4,4.51142e-06,4.51142e-06,-1.80091e-17
3453.55,2115.52,L4,P3V3,4.51142e-06,4.51142e-06,-1.60553e-17
3453.55,2115.52,P3V3,BOT,4.51142e-06,4.51142e-06,-1.80091e-17
3488.81,131.27,TOP,GP1_GND_,-0.000307694,-0.000307694,2.88146e-16
3488.81,131.27,GP1_GND_,L3,-0.000307694,-0.000306831,-0.000778648
3488.81,131.27,L3,L4,-0.000306831,-0.000306538,-0.000778648
3488.81,131.27,L4,P3V3,-0.000306538,-0.000306538,1.07647e-15
3488.81,131.27,P3V3,BOT,-0.000306538,-0.000306538,1.15258e-15
3586.75,1379.93,TOP,GP1_GND_,-0.000104929,-0.000106866,0.0277549
3586.75,1379.93,GP1_GND_,L3,-0.000106866,-0.000106866,-1.31875e-16
3586.75,1379.93,L3,L4,-0.000106866,-0.000106866,-0
3586.75,1379.93,L4,P3V3,-0.000106866,-0.000106866,-1.31875e-16
3586.75,1379.93,P3V3,BOT,-0.000106866,-0.000106866,-1.9415e-16
3586.75,2639.77,TOP,GP1_GND_,8.60793e-05,8.1412e-05,0.0668619
3586.75,2639.77,GP1_GND_,L3,8.1412e-05,8.1412e-05,6.59376e-17
3586.75,2639.77,L3,L4,8.1412e-05,8.1412e-05,1.9415e-16
3586.75,2639.77,L4,P3V3,8.1412e-05,8.1412e-05,1.31875e-16
3586.75,2639.77,P3V3,BOT,8.1412e-05,8.1412e-05,1.9415e-16
3586.75,3009.7,TOP,GP1_GND_,6.96646e-05,6.96646e-05,-0
3586.75,3009.7,GP1_GND_,L3,6.96646e-05,6.96646e-05,-1.97813e-16
3586.75,3009.7,L3,L4,6.96646e-05,6.96646e-05,-1.9415e-16
3586.75,3009.7,L4,P3V3,6.96646e-05,6.96646e-05,-1.97813e-16
3586.75,3009.7,P3V3,BOT,6.96646e-05,6.96646e-05,-0
3586.75,3309.7,TOP,GP1_GND_,3.29646,3.29646,-1.27238e-11
3586.75,3309.7,GP1_GND_,L3,3.29646,3.29646,-4.32128e-12
3586.75,3309.7,L3,L4,3.29646,3.29646,-6.36189e-12
3586.75,3309.7,L4,P3V3,3.29646,3.29646,-0
3586.75,3309.7,P3V3,BOT,3.29646,3.29646,6.36189e-12
3633.35,169.658,TOP,GP1_GND_,-0.000346294,-0.000346294,-4.32219e-16
3633.35,169.658,GP1_GND_,L3,-0.000346294,-0.00033812,-0.00737813
3633.35,169.658,L3,L4,-0.00033812,-0.000335344,-0.00737813
3633.35,169.658,L4,P3V3,-0.000335344,-0.000335344,1.17433e-15
3633.35,169.658,P3V3,BOT,-0.000335344,-0.000335344,1.29666e-15
3645.75,2559.86,TOP,GP1_GND_,1.79186,1.79189,-0.145639
3645.75,2559.86,GP1_GND_,L3,1.79189,1.792,-0.145639
3645.75,2559.86,L3,L4,1.792,1.79203,-0.145639
3645.75,2559.86,L4,P3V3,1.79203,1.79203,-7.76016e-12
3645.75,2559.86,P3V3,BOT,1.79203,1.79203,-8.22577e-12
3671.39,1303.52,TOP,GP1_GND_,3.29613,3.29616,-0.107924
3671.39,1303.52,GP1_GND_,L3,3.29616,3.29623,-0.107924
3671.39,1303.52,L3,L4,3.29623,3.29626,-0.107924
3671.39,1303.52,L4,P3V3,3.29626,3.29634,-0.107924
3671.39,1303.52,P3V3,BOT,3.29634,3.29634,-1.46236e-11
3675.73,2559.86,TOP,GP1_GND_,1.79184,1.79187,-0.124074
3675.73,2559.86,GP1_GND_,L3,1.79187,1.79196,-0.124074
3675.73,2559.86,L3,L4,1.79196,1.79199,-0.124074
3675.73,2559.86,L4,P3V3,1.79199,1.79199,-8.07057e-12
3675.73,2559.86,P3V3,BOT,1.79199,1.79199,-7.3118e-12
3682.9,1466.85,TOP,GP1_GND_,-9.35383e-05,-0.000103969,0.0277206
3682.9,1466.85,GP1_GND_,L3,-0.000103969,-0.000103969,3.66978e-16
3682.9,1466.85,L3,L4,-0.000103969,-0.000103969,3.96201e-16
3682.9,1466.85,L4,P3V3,-0.000103969,-0.000103969,3.66978e-16
3682.9,1466.85,P3V3,BOT,-0.000103969,-0.000103969,3.96201e-16
3685.3,2966.68,TOP,GP1_GND_,6.85806e-05,6.8602e-05,-5.68261e-05
3685.3,2966.68,GP1_GND_,L3,6.8602e-05,6.68259e-05,0.00160318
3685.3,2966.68,L3,L4,6.68259e-05,6.62226e-05,0.00160318
3685.3,2966.68,L4,P3V3,6.62226e-05,6.44465e-05,0.00160318
3685.3,2966.68,P3V3,BOT,6.44465e-05,6.38432e-05,0.00160318
3685.3,3298.22,TOP,GP1_GND_,11.9998,11.9998,0.0036648
3685.3,3298.22,GP1_GND_,L3,11.9998,11.9998,0.0036648
3685.3,3298.22,L3,L4,11.9998,11.9998,0.0036648
3685.3,3298.22,L4,P3V3,11.9998,11.9998,0.0036648
3685.3,3298.22,P3V3,BOT,11.9998,11.9998,0.0036648
3692.93,2709.15,TOP,GP1_GND_,3.29609,3.29612,-0.12121
3692.93,2709.15,GP1_GND_,L3,3.29612,3.29621,-0.12121
3692.93,2709.15,L3,L4,3.29621,3.29624,-0.12121
3692.93,2709.15,L4,P3V3,3.29624,3.29632,-0.12121
3692.93,2709.15,P3V3,BOT,3.29632,3.29632,-1.46236e-11
3694.13,2820.26,TOP,GP1_GND_,3.29609,3.29612,-0.125161
3694.13,2820.26,GP1_GND_,L3,3.29612,3.29621,-0.125161
3694.13,2820.26,L3,L4,3.29621,3.29624,-0.125161
3694.13,2820.26,L4,P3V3,3.29624,3.29633,-0.125161
3694.13,2820.26,P3V3,BOT,3.29633,3.29633,-1.46236e-11
3702.7,2679.1,TOP,GP1_GND_,1.79174,1.79178,-0.11929
3702.7,2679.1,GP1_GND_,L3,1.79178,1.79192,-0.11929
3702.7,2679.1,L3,L4,1.79192,1.79196,-0.11929
3702.7,2679.1,L4,P3V3,1.79196,1.79196,-6.41341e-12
3702.7,2679.1,P3V3,BOT,1.79196,1.79196,-6.49135e-12
3705.71,2560.02,TOP,GP1_GND_,1.79183,1.79185,-0.110997
3705.71,2560.02,GP1_GND_,L3,1.79185,1.79193,-0.110997
3705.71,2560.02,L3,L4,1.79193,1.79196,-0.110997
3705.71,2560.02,L4,P3V3,1.79196,1.79196,-7.76016e-12
3705.71,2560.02,P3V3,BOT,1.79196,1.79196,-8.22577e-12
3708.15,1303.52,TOP,GP1_GND_,3.29613,3.29615,-0.106285
3708.15,1303.52,GP1_GND_,L3,3.29615,3.29623,-0.106285
3708.15,1303.52,L3,L4,3.29623,3.29625,-0.106285
3708.15,1303.52,L4,P3V3,3.29625,3.29633,-0.106285
3708.15,1303.52,P3V3,BOT,3.29633,3.29633,-1.46236e-11
3716.06,1116.7,TOP,GP1_GND_,1.79826,1.79826,-5.90123e-13
3716.06,1116.7,GP1_GND_,L3,1.79826,1.79826,-8.01676e-13
3716.06,1116.7,L3,L4,1.79826,1.79826,-0
3716.06,1116.7,L4,P3V3,1.79826,1.79826,-6.41341e-12
3716.06,1116.7,P3V3,BOT,1.79826,1.79826,-6.49135e-12
3716.37,3493.28,TOP,GP1_GND_,4.92606e-05,5.03902e-05,-0.00300205
3716.37,3493.28,GP1_GND_,L3,5.03902e-05,4.72938e-05,0.00279481
3716.37,3493.28,L3,L4,4.72938e-05,4.62422e-05,0.00279481
3716.37,3493.28,L4,P3V3,4.62422e-05,3.94835e-05,0.00610047
3716.37,3493.28,P3V3,BOT,3.94835e-05,3.71881e-05,0.00610047
3726.44,2966.68,TOP,GP1_GND_,6.85554e-05,6.8507e-05,0.000128526
3726.44,2966.68,GP1_GND_,L3,6.8507e-05,6.67588e-05,0.00157797
3726.44,2966.68,L3,L4,6.67588e-05,6.6165e-05,0.00157797
3726.44,2966.68,L4,P3V3,6.6165e-05,6.44168e-05,0.00157797
3726.44,2966.68,P3V3,BOT,6.44168e-05,6.38231e-05,0.00157797
3726.44,3298.22,TOP,GP1_GND_,11.9998,11.9998,0.000696229
3726.44,3298.22,GP1_GND_,L3,11.9998,11.9998,0.000696229
3726.44,3298.22,L3,L4,11.9998,11.9998,0.000696229
3726.44,3298.22,L4,P3V3,11.9998,11.9998,0.000696229
3726.44,3298.22,P3V3,BOT,11.9998,11.9998,0.000696229
3728.66,2709.15,TOP,GP1_GND_,3.29609,3.29611,-0.12511
3728.66,2709.15,GP1_GND_,L3,3.29611,3.29621,-0.12511
3728.66,2709.15,L3,L4,3.29621,3.29623,-0.12511
3728.66,2709.15,L4,P3V3,3.29623,3.29632,-0.12511
3728.66,2709.15,P3V3,BOT,3.29632,3.29632,-1.46236e-11
3728.2,2389.3,TOP,GP1_GND_,1.72977e-05,1.77662e-05,-0.00124513
3728.2,2389.3,GP1_GND_,L3,1.77662e-05,1.77662e-05,-6.42212e-17
3728.2,2389.3,L3,L4,1.77662e-05,1.77662e-05,-6.30319e-17
3728.2,2389.3,L4,P3V3,1.77662e-05,1.77662e-05,-6.1163e-17
3728.2,2389.3,P3V3,BOT,1.77662e-05,1.77662e-05,-7.20365e-17
3729.87,2820.26,TOP,GP1_GND_,3.29608,3.29611,-0.128518
3729.87,2820.26,GP1_GND_,L3,3.29611,3.29621,-0.128518
3729.87,2820.26,L3,L4,3.29621,3.29624,-0.128518
3729.87,2820.26,L4,P3V3,3.29624,3.29633,-0.128518
3729.87,2820.26,P3V3,BOT,3.29633,3.29633,-1.46236e-11
3741.95,1466.85,TOP,GP1_GND_,-9.84048e-05,-0.000108836,0.027723
3741.95,1466.85,GP1_GND_,L3,-0.000108836,-0.000108836,3.79211e-16
3741.95,1466.85,L3,L4,-0.000108836,-0.000108836,3.96201e-16
3741.95,1466.85,L4,P3V3,-0.000108836,-0.000108836,3.91443e-16
3741.95,1466.85,P3V3,BOT,-0.000108836,-0.000108836,4.32219e-16
3746.88,1194.46,TOP,GP1_GND_,3.2964,3.2964,-1.18024e-11
3746.88,1194.46,GP1_GND_,L3,3.2964,3.2964,-1.20251e-11
3746.88,1194.46,L3,L4,3.2964,3.2964,-1.18024e-11
3746.88,1194.46,L4,P3V3,3.2964,3.2964,-1.20251e-11
3746.88,1194.46,P3V3,BOT,3.2964,3.2964,-1.18024e-11
3758.68,3792.48,TOP,GP1_GND_,-11.9998,-11.9998,-0.00801539
