refdes;pin;voltage;current
JB3;11;-5.0588e-05;0.00589111
JB3;12;-6.73117e-05;0.00589997
JB3;17;-2.7833e-05;0.00587907
JB3;18;-4.59552e-05;0.00588866
JB3;23;-3.35161e-05;0.00588207
JB3;24;-4.80827e-05;0.00588979
JB3;29;-1.61787e-05;0.0058729
JB3;30;-2.96656e-05;0.00588004
JB3;35;-1.24189e-05;0.0058709
JB3;36;-3.1801e-05;0.00588117
JB3;45;9.19547e-07;0.00586384
JB3;46;-7.57652e-06;0.00586834
JB3;55;6.52563e-06;0.00586088
U5A;2;3.29221;-0.00600018
U5A;10;3.2922;-0.00599992
U5A;11;3.2922;-0.00599992
U5A;3;0.000109581;0.00449992
U5A;9;0.000109503;0.00449992
U5A;12;0.000110617;0.00449986
U5A;17;0.000101915;0.00450032
U5B;11;3.29222;-0.00599995
U5B;10;3.29223;-0.0060002
U5B;2;3.29222;-0.00599986
U5B;17;9.40856e-05;0.00450041
U5B;12;0.00010364;0.00449991
U5B;9;0.00010768;0.00449969
U5B;3;0.000101725;0.00450001
U6;3;3.29219;-0.007
IC20;8;3.29183;-0.0599909
IC20;9;3.29185;-0.0600093
U1;17;3.29208;-0.0350075
U1;26;3.29206;-0.0349926
U1;6;5.32123e-05;0.0700001
U4A;6;4.99207;-0.0589998
U4A;17;6.90046e-05;-1.0000000000287557e-07
U4B;6;4.99203;-0.0589998
U4B;17;5.91207e-05;-1.0000000000287557e-07
IC3;22;-2.49493;0.0324985
IC3;21;-2.49493;0.0324982
IC3;16;-2.49492;0.0324947
IC3;15;-2.49494;0.0325085
U4A;12;-4.99506;0.0295048
U4A;4;-4.99504;0.0294952
U4B;12;-4.99514;0.029517
U4B;4;-4.99506;0.0294829
J16;15;11.9935;-0.0999998
J16;13;1.06967e-06;1.6000000000002124e-05
J16;1;2.43336e-05;-1.1899999999998717e-05
J16;4;2.2867e-05;-1.0099999999998999e-05
J16;7;1.40104e-05;5.000000000005e-07
J16;10;9.66267e-06;5.700000000000843e-06
J3;25;11.9968;-0.1
J3;21;7.07538e-05;-1.435999999999972e-05
J3;23;7.10673e-05;-1.4700000000000303e-05
J3;24;7.98316e-05;-2.3999999999999716e-05
J3;11;5.36073e-05;3.860000000000495e-06
J3;12;6.04129e-05;-3.379999999999876e-06
J3;14;6.74641e-05;-1.0860000000000557e-05
J3;15;6.36579e-05;-6.820000000000263e-06
J3;18;7.74558e-05;-2.1479999999999937e-05
J3;17;6.78949e-05;-1.131999999999956e-05
J3;20;7.94629e-05;-2.3620000000000238e-05
J3;2;2.73435e-05;3.17599999999996e-05
J3;3;2.91502e-05;2.9839999999999728e-05
J3;6;3.98564e-05;1.8470000000000465e-05
J3;5;3.41234e-05;2.455999999999986e-05
J3;8;4.7056e-05;1.0819999999999927e-05
J3;9;4.66962e-05;1.1200000000000272e-05
J3;26;-11.9966;0.1
J16;16;-11.9944;0.0999998
IC9;8;3.54347e-05;5e-05
IC9;11;3.53807e-05;5e-05
IC16;11;3.51698e-05;5e-05
IC16;8;3.53637e-05;5e-05
IC18;6;5.4926;-0.0777000333
IC18;2;5.4926;-0.0777000333
IC18;1;5.4926;-0.0777000333
IC18;11;4.00659e-05;3.33339e-05
IC18;8;4.00685e-05;3.33339e-05
IC18;5;4.50122e-05;3.33322e-05
IC19;1;5.49284;-0.05905
IC19;2;5.49284;-0.05905
IC19;8;4.16214e-05;5.00001e-05
IC19;11;4.1868e-05;4.99999e-05
IC17;2;-5.49556;0.1181
IC17;1;2.95502e-05;-0.0001
IC8;2;-5.49565;0.1301
IC8;1;2.74811e-05;-0.0001
IC21;2;12.9991;-0.10005
IC21;1;12.9991;-0.10005
IC21;11;3.61657e-05;3.33339e-05
IC21;8;3.61736e-05;3.33339e-05
IC21;5;3.97215e-05;3.33321e-05
IC23;2;-12.9989;0.2001
IC23;1;2.05671e-06;-0.0001
IC10;20;5.49557;-0.335905
IC10;21;5.49556;-0.335868
IC10;19;5.49557;-0.335905
IC10;33;5.49131;-0.325654
U10;1;5.49565;-0.0606516
U10;2;5.49561;-0.0606307
U10;18;5.49541;-0.0605359
IC11;pdna_pin_8_1;11.9881;-0.404652
IC11;pdna_pin_8_2;11.9881;-0.404652
IC11;pdna_pin_8_3;11.988;-0.404099
IC11;pdna_pin_8_4;11.988;-0.404244
U9;B5;11.9938;-0.0404397
U9;B4;11.9939;-0.0404407
U9;A5;11.9939;-0.0404415
U9;A4;11.9939;-0.0404427
IC22;1;11.9821;-0.637256
IC22;3;0.000200076;0.637256
IC9;9;2.4978;0.07
IC9;10;2.4978;0.07
IC16;10;1.7978;0.1725
IC16;9;1.7978;0.1725
IC18;10;3.2926;0.1165
IC18;9;3.2926;0.1165
IC19;9;4.99284;0.059
IC19;10;4.99284;0.059
IC17;5;-4.99556;-0.118
IC8;5;-2.49565;-0.13
IC21;10;11.9991;0.1
IC21;9;11.9991;0.1
IC23;5;-11.9989;-0.2
L12;1;11.9834;-0.637255
L12;2;11.9834;0.637255
L10;1;12.9997;-0.2001
L10;2;12.9997;0.2001
L11;1;12.9995;-0.2001
L11;2;12.9995;0.2001
L13;1;-12.9997;0.2001
L13;2;-12.9997;-0.2001
L14;1;-12.9995;0.2001
L14;2;-12.9995;-0.2001
